Statistic,Quarter,NACE Rev 2 Economic Sector,value
Actual hours worked per week,2021Q4,"Professional, scientific and technical activities (M)",5.7
Actual hours worked per week,2021Q4,Administrative and support service activities (N),2.8
Actual hours worked per week,2021Q4,"Public administration and defence, compulsory social security (O)",4.5
Actual hours worked per week,2021Q4,Education (P),5.3
Actual hours worked per week,2021Q4,Human health and social work activities (Q),9.3
Actual hours worked per week,2021Q4,Industry (B to E),11.1
Actual hours worked per week,2021Q4,Industry and Construction (B to F),16.7
Actual hours worked per week,2021Q4,Services (G to U),57.7
Actual hours worked per week,2021Q4,"Financial, insurance and real estate activities (K,L)",4.4
Actual hours worked per week,2021Q4,Other NACE activities (R to U),3.1
Actual hours worked per week,2021Q4,Not stated,0.2
Actual hours worked per week,2022Q1,All NACE economic sectors,82.8
Actual hours worked per week,2022Q1,"Agriculture, forestry and fishing (A)",4.6
Actual hours worked per week,2022Q1,Construction (F),5.9
Actual hours worked per week,2022Q1,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",9.2
Actual hours worked per week,2022Q1,Transportation and storage (H),4.0
Actual hours worked per week,2022Q1,Accommodation and food service activities (I),4.3
Actual hours worked per week,2022Q1,Information and communication (J),6.2
Actual hours worked per week,2022Q1,"Professional, scientific and technical activities (M)",5.7
Actual hours worked per week,2022Q1,Administrative and support service activities (N),3.0
Actual hours worked per week,2022Q1,"Public administration and defence, compulsory social security (O)",4.7
Actual hours worked per week,2022Q1,Education (P),5.6
Actual hours worked per week,2022Q1,Human health and social work activities (Q),9.8
Actual hours worked per week,2022Q1,Industry (B to E),11.5
Actual hours worked per week,2022Q1,Industry and Construction (B to F),17.5
Actual hours worked per week,2022Q1,Services (G to U),60.4
Actual hours worked per week,2022Q1,"Financial, insurance and real estate activities (K,L)",4.8
Actual hours worked per week,2022Q1,Other NACE activities (R to U),3.2
Actual hours worked per week,2022Q1,Not stated,0.3
Actual hours worked per week,2022Q2,All NACE economic sectors,84.8
Actual hours worked per week,2022Q2,"Agriculture, forestry and fishing (A)",5.0
Actual hours worked per week,2022Q2,Construction (F),6.4
Actual hours worked per week,2022Q2,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",10.0
Actual hours worked per week,2022Q2,Transportation and storage (H),3.9
Actual hours worked per week,2022Q2,Accommodation and food service activities (I),4.8
Actual hours worked per week,2022Q2,Information and communication (J),6.1
Actual hours worked per week,2022Q2,"Professional, scientific and technical activities (M)",5.8
Actual hours worked per week,2022Q2,Administrative and support service activities (N),3.4
Actual hours worked per week,2022Q2,"Public administration and defence, compulsory social security (O)",4.3
Actual hours worked per week,2022Q2,Education (P),5.4
Actual hours worked per week,2022Q2,Human health and social work activities (Q),10.0
Actual hours worked per week,2022Q2,Industry (B to E),11.8
Actual hours worked per week,2022Q2,Industry and Construction (B to F),18.2
Actual hours worked per week,2022Q2,Services (G to U),61.3
Actual hours worked per week,2022Q2,"Financial, insurance and real estate activities (K,L)",4.5
Actual hours worked per week,2022Q2,Other NACE activities (R to U),3.0
Actual hours worked per week,2022Q2,Not stated,0.3
Actual hours worked per week,2022Q3,All NACE economic sectors,82.0
Actual hours worked per week,2022Q3,"Agriculture, forestry and fishing (A)",4.3
Actual hours worked per week,2022Q3,Construction (F),6.5
Actual hours worked per week,2022Q3,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",9.6
Actual hours worked per week,2022Q3,Transportation and storage (H),3.7
Actual hours worked per week,2022Q3,Accommodation and food service activities (I),4.8
Actual hours worked per week,2022Q3,Information and communication (J),5.8
Actual hours worked per week,2022Q3,"Professional, scientific and technical activities (M)",5.5
Actual hours worked per week,2022Q3,Administrative and support service activities (N),3.5
Actual hours worked per week,2022Q3,"Public administration and defence, compulsory social security (O)",4.4
Actual hours worked per week,2022Q3,Education (P),4.2
Actual hours worked per week,2022Q3,Human health and social work activities (Q),9.8
Actual hours worked per week,2022Q3,Industry (B to E),11.9
Actual hours worked per week,2022Q3,Industry and Construction (B to F),18.3
Actual hours worked per week,2022Q3,Services (G to U),59.0
Actual hours worked per week,2022Q3,"Financial, insurance and real estate activities (K,L)",4.4
Actual hours worked per week,2022Q3,Other NACE activities (R to U),3.2
Actual hours worked per week,2022Q3,Not stated,0.4
Actual hours worked per week,2022Q4,All NACE economic sectors,82.2
Actual hours worked per week,2022Q4,"Agriculture, forestry and fishing (A)",4.4
Actual hours worked per week,2022Q4,Construction (F),6.0
Actual hours worked per week,2022Q4,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",9.7
Actual hours worked per week,2022Q4,Transportation and storage (H),4.0
Actual hours worked per week,2022Q4,Accommodation and food service activities (I),4.6
Actual hours worked per week,2022Q4,Information and communication (J),5.6
Actual hours worked per week,2022Q4,"Professional, scientific and technical activities (M)",5.6
Actual hours worked per week,2022Q4,Administrative and support service activities (N),3.2
Actual hours worked per week,2022Q4,"Public administration and defence, compulsory social security (O)",4.6
Actual hours worked per week,2022Q4,Education (P),5.2
Actual hours worked per week,2022Q4,Human health and social work activities (Q),10.2
Actual hours worked per week,2022Q4,Industry (B to E),11.2
Actual hours worked per week,2022Q4,Industry and Construction (B to F),17.2
Actual hours worked per week,2022Q4,Services (G to U),60.3
Actual hours worked per week,2022Q4,"Financial, insurance and real estate activities (K,L)",4.6
Actual hours worked per week,2022Q4,Other NACE activities (R to U),3.1
Actual hours worked per week,2022Q4,Not stated,0.3
Actual hours worked per week,2023Q1,All NACE economic sectors,85.6
Actual hours worked per week,2023Q1,"Agriculture, forestry and fishing (A)",4.5
Actual hours worked per week,2023Q1,Construction (F),6.0
Actual hours worked per week,2023Q1,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",9.8
Actual hours worked per week,2023Q1,Transportation and storage (H),3.9
Actual hours worked per week,2023Q1,Accommodation and food service activities (I),4.6
Actual hours worked per week,2023Q1,Information and communication (J),6.1
Actual hours worked per week,2023Q1,"Professional, scientific and technical activities (M)",6.0
Actual hours worked per week,2023Q1,Administrative and support service activities (N),3.4
Actual hours worked per week,2023Q1,"Public administration and defence, compulsory social security (O)",4.8
Actual hours worked per week,2023Q1,Education (P),5.5
Actual hours worked per week,2023Q1,Human health and social work activities (Q),10.7
Actual hours worked per week,2023Q1,Industry (B to E),11.9
Actual hours worked per week,2023Q1,Industry and Construction (B to F),17.9
Actual hours worked per week,2023Q1,Services (G to U),63.0
Actual hours worked per week,2023Q1,"Financial, insurance and real estate activities (K,L)",4.7
Actual hours worked per week,2023Q1,Other NACE activities (R to U),3.3
Actual hours worked per week,2023Q1,Not stated,0.2
Actual hours worked per week,2023Q2,All NACE economic sectors,85.6
Actual hours worked per week,2023Q2,"Agriculture, forestry and fishing (A)",4.6
Actual hours worked per week,2023Q2,Construction (F),6.3
Actual hours worked per week,2023Q2,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",10.1
Actual hours worked per week,2023Q2,Transportation and storage (H),4.0
Actual hours worked per week,2023Q2,Accommodation and food service activities (I),4.8
Actual hours worked per week,2023Q2,Information and communication (J),6.2
Actual hours worked per week,2023Q2,"Professional, scientific and technical activities (M)",6.0
Actual hours worked per week,2023Q2,Administrative and support service activities (N),3.6
Actual hours worked per week,2023Q2,"Public administration and defence, compulsory social security (O)",4.8
Actual hours worked per week,2023Q2,Education (P),5.4
Actual hours worked per week,2023Q2,Human health and social work activities (Q),10.4
Actual hours worked per week,2023Q2,Industry (B to E),11.2
Actual hours worked per week,2023Q2,Industry and Construction (B to F),17.5
Actual hours worked per week,2023Q2,Services (G to U),63.4
Actual hours worked per week,2023Q2,"Financial, insurance and real estate activities (K,L)",4.7
Actual hours worked per week,2023Q2,Other NACE activities (R to U),3.3
Actual hours worked per week,2023Q2,Not stated,
Actual hours worked per week,2023Q3,All NACE economic sectors,83.5
Actual hours worked per week,2023Q3,"Agriculture, forestry and fishing (A)",5.0
Actual hours worked per week,2023Q3,Construction (F),6.1
Actual hours worked per week,2023Q3,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",9.5
Actual hours worked per week,2023Q3,Transportation and storage (H),4.0
Actual hours worked per week,2023Q3,Accommodation and food service activities (I),4.8
Actual hours worked per week,2023Q3,Information and communication (J),6.3
Actual hours worked per week,2023Q3,"Professional, scientific and technical activities (M)",5.9
Actual hours worked per week,2023Q3,Administrative and support service activities (N),3.4
Actual hours worked per week,2023Q3,"Public administration and defence, compulsory social security (O)",4.4
Actual hours worked per week,2023Q3,Education (P),4.3
Actual hours worked per week,2023Q3,Human health and social work activities (Q),10.3
Actual hours worked per week,2023Q3,Industry (B to E),11.3
Actual hours worked per week,2023Q3,Industry and Construction (B to F),17.4
Actual hours worked per week,2023Q3,Services (G to U),60.8
Actual hours worked per week,2023Q3,"Financial, insurance and real estate activities (K,L)",4.5
Actual hours worked per week,2023Q3,Other NACE activities (R to U),3.4
Actual hours worked per week,2023Q3,Not stated,0.3
Actual hours worked per week,2023Q4,All NACE economic sectors,82.5
Actual hours worked per week,2023Q4,"Agriculture, forestry and fishing (A)",4.4
Actual hours worked per week,2023Q4,Construction (F),5.6
Actual hours worked per week,2023Q4,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",9.9
Actual hours worked per week,2023Q4,Transportation and storage (H),3.8
Actual hours worked per week,2023Q4,Accommodation and food service activities (I),4.9
Actual hours worked per week,2023Q4,Information and communication (J),5.6
Actual hours worked per week,2023Q4,"Professional, scientific and technical activities (M)",6.1
Actual hours worked per week,2023Q4,Administrative and support service activities (N),3.0
Actual hours worked per week,2023Q4,"Public administration and defence, compulsory social security (O)",4.5
Actual hours worked per week,2023Q4,Education (P),5.9
Actual hours worked per week,2023Q4,Human health and social work activities (Q),10.4
Actual hours worked per week,2023Q4,Industry (B to E),10.4
Actual hours worked per week,2023Q4,Industry and Construction (B to F),16.0
Actual hours worked per week,2023Q4,Services (G to U),61.8
Actual hours worked per week,2023Q4,"Financial, insurance and real estate activities (K,L)",4.4
Actual hours worked per week,2023Q4,Other NACE activities (R to U),3.4
Actual hours worked per week,2023Q4,Not stated,0.2
Actual hours worked per week,2024Q1,All NACE economic sectors,85.4
Actual hours worked per week,2024Q1,"Agriculture, forestry and fishing (A)",4.6
Actual hours worked per week,2024Q1,Construction (F),6.1
Actual hours worked per week,2024Q1,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",9.6
Actual hours worked per week,2024Q1,Transportation and storage (H),3.8
Actual hours worked per week,2024Q1,Accommodation and food service activities (I),4.8
Actual hours worked per week,2024Q1,Information and communication (J),6.0
Actual hours worked per week,2024Q1,"Professional, scientific and technical activities (M)",6.6
Actual hours worked per week,2024Q1,Administrative and support service activities (N),3.3
Actual hours worked per week,2024Q1,"Public administration and defence, compulsory social security (O)",4.8
Actual hours worked per week,2024Q1,Education (P),5.7
Actual hours worked per week,2024Q1,Human health and social work activities (Q),10.3
Actual hours worked per week,2024Q1,Industry (B to E),11.4
Actual hours worked per week,2024Q1,Industry and Construction (B to F),17.5
Actual hours worked per week,2024Q1,Services (G to U),63.0
Actual hours worked per week,2024Q1,"Financial, insurance and real estate activities (K,L)",4.6
Actual hours worked per week,2024Q1,Other NACE activities (R to U),3.5
Actual hours worked per week,2024Q1,Not stated,0.3
Actual hours worked per week,2024Q2,All NACE economic sectors,87.3
Actual hours worked per week,2024Q2,"Agriculture, forestry and fishing (A)",4.4
Actual hours worked per week,2024Q2,Construction (F),5.9
Actual hours worked per week,2024Q2,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",9.3
Actual hours worked per week,2024Q2,Transportation and storage (H),4.1
Actual hours worked per week,2024Q2,Accommodation and food service activities (I),5.1
Actual hours worked per week,2024Q2,Information and communication (J),6.5
Actual hours worked per week,2024Q2,"Professional, scientific and technical activities (M)",7.0
Actual hours worked per week,2024Q2,Administrative and support service activities (N),3.5
Actual hours worked per week,2024Q2,"Public administration and defence, compulsory social security (O)",4.9
Actual hours worked per week,2024Q2,Education (P),5.8
Actual hours worked per week,2024Q2,Human health and social work activities (Q),10.9
Actual hours worked per week,2024Q2,Industry (B to E),11.8
Actual hours worked per week,2024Q2,Industry and Construction (B to F),17.7
Actual hours worked per week,2024Q2,Services (G to U),64.8
Actual hours worked per week,2024Q2,"Financial, insurance and real estate activities (K,L)",4.5
Actual hours worked per week,2024Q2,Other NACE activities (R to U),3.3
Actual hours worked per week,2024Q2,Not stated,0.4
Actual hours worked per week,2024Q3,All NACE economic sectors,85.9
Actual hours worked per week,2024Q3,"Agriculture, forestry and fishing (A)",4.9
Actual hours worked per week,2024Q3,Construction (F),6.4
Actual hours worked per week,2024Q3,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",9.4
Actual hours worked per week,2024Q3,Transportation and storage (H),4.1
Actual hours worked per week,2024Q3,Accommodation and food service activities (I),5.5
Actual hours worked per week,2024Q3,Information and communication (J),6.5
Actual hours worked per week,2024Q3,"Professional, scientific and technical activities (M)",6.6
Actual hours worked per week,2024Q3,Administrative and support service activities (N),3.1
Actual hours worked per week,2024Q3,"Public administration and defence, compulsory social security (O)",4.7
Actual hours worked per week,2024Q3,Education (P),4.3
Actual hours worked per week,2024Q3,Human health and social work activities (Q),10.9
Actual hours worked per week,2024Q3,Industry (B to E),11.6
Actual hours worked per week,2024Q3,Industry and Construction (B to F),18.0
Actual hours worked per week,2024Q3,Services (G to U),62.8
Actual hours worked per week,2024Q3,"Financial, insurance and real estate activities (K,L)",4.5
Actual hours worked per week,2024Q3,Other NACE activities (R to U),3.3
Actual hours worked per week,2024Q3,Not stated,
Actual hours worked per week,2024Q4,All NACE economic sectors,85.6
Actual hours worked per week,2024Q4,"Agriculture, forestry and fishing (A)",4.4
Actual hours worked per week,2024Q4,Construction (F),6.3
Actual hours worked per week,2024Q4,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",9.3
Actual hours worked per week,2024Q4,Transportation and storage (H),4.0
Actual hours worked per week,2024Q4,Accommodation and food service activities (I),5.0
Actual hours worked per week,2024Q4,Information and communication (J),6.0
Actual hours worked per week,2024Q4,"Professional, scientific and technical activities (M)",6.5
Actual hours worked per week,2024Q4,Administrative and support service activities (N),2.9
Actual hours worked per week,2024Q4,"Public administration and defence, compulsory social security (O)",4.9
Actual hours worked per week,2024Q4,Education (P),5.9
Actual hours worked per week,2024Q4,Human health and social work activities (Q),11.1
Actual hours worked per week,2024Q4,Industry (B to E),11.2
Actual hours worked per week,2024Q4,Industry and Construction (B to F),17.5
Actual hours worked per week,2024Q4,Services (G to U),63.5
Actual hours worked per week,2024Q4,"Financial, insurance and real estate activities (K,L)",4.5
Actual hours worked per week,2024Q4,Other NACE activities (R to U),3.3
Actual hours worked per week,2024Q4,Not stated,
Actual hours worked per week,2025Q1,All NACE economic sectors,86.5
Actual hours worked per week,2025Q1,"Agriculture, forestry and fishing (A)",4.6
Actual hours worked per week,2025Q1,Construction (F),6.1
Actual hours worked per week,2025Q1,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",9.1
Actual hours worked per week,2025Q1,Transportation and storage (H),3.6
Actual hours worked per week,2025Q1,Accommodation and food service activities (I),4.8
Actual hours worked per week,2025Q1,Information and communication (J),6.5
Actual hours worked per week,2025Q1,"Professional, scientific and technical activities (M)",6.5
Actual hours worked per week,2025Q1,Administrative and support service activities (N),3.3
Actual hours worked per week,2025Q1,"Public administration and defence, compulsory social security (O)",4.9
Actual hours worked per week,2025Q1,Education (P),6.2
Actual hours worked per week,2025Q1,Human health and social work activities (Q),10.7
Actual hours worked per week,2025Q1,Industry (B to E),11.5
Actual hours worked per week,2025Q1,Industry and Construction (B to F),17.7
Actual hours worked per week,2025Q1,Services (G to U),64.0
Actual hours worked per week,2025Q1,"Financial, insurance and real estate activities (K,L)",5.0
Actual hours worked per week,2025Q1,Other NACE activities (R to U),3.4
Actual hours worked per week,2025Q1,Not stated,0.2
