Statistic,Quarter,Sex,Usual Hours Worked,value
Persons aged 15-89 years in Employment,2001Q3,Male,10 - 19.5 hours,17.0
Persons aged 15-89 years in Employment,2001Q3,Male,20 - 29.5 hours,43.0
Persons aged 15-89 years in Employment,2001Q3,Male,30 - 34.5 hours,20.7
Persons aged 15-89 years in Employment,2001Q3,Male,35 - 39.5 hours,351.8
Persons aged 15-89 years in Employment,2001Q3,Male,40 - 44.5 hours,264.3
Persons aged 15-89 years in Employment,2001Q3,Male,45 hours and over,210.9
Persons aged 15-89 years in Employment,2001Q3,Male,Variable Hours (see note),181.4
Persons aged 15-89 years in Employment,2001Q3,Female,0 - 9.5 hours,15.8
Persons aged 15-89 years in Employment,2001Q3,Female,10 - 19.5 hours,65.9
Persons aged 15-89 years in Employment,2001Q3,Female,20 - 29.5 hours,142.7
Persons aged 15-89 years in Employment,2001Q3,Female,30 - 34.5 hours,42.2
Persons aged 15-89 years in Employment,2001Q3,Female,35 - 39.5 hours,295.7
Persons aged 15-89 years in Employment,2001Q3,Female,40 - 44.5 hours,122.4
Persons aged 15-89 years in Employment,2001Q3,Female,45 hours and over,36.0
Persons aged 15-89 years in Employment,2001Q3,Female,Variable Hours (see note),51.5
Persons aged 15-89 years in Employment,2001Q4,Both sexes,0 - 9.5 hours,32.2
Persons aged 15-89 years in Employment,2001Q4,Both sexes,10 - 19.5 hours,97.2
Persons aged 15-89 years in Employment,2001Q4,Both sexes,20 - 29.5 hours,177.7
Persons aged 15-89 years in Employment,2001Q4,Both sexes,30 - 34.5 hours,58.9
Persons aged 15-89 years in Employment,2001Q4,Both sexes,35 - 39.5 hours,641.4
Persons aged 15-89 years in Employment,2001Q4,Both sexes,40 - 44.5 hours,366.7
Persons aged 15-89 years in Employment,2001Q4,Both sexes,45 hours and over,241.7
Persons aged 15-89 years in Employment,2001Q4,Both sexes,Variable Hours (see note),217.3
Persons aged 15-89 years in Employment,2001Q4,Male,0 - 9.5 hours,9.8
Persons aged 15-89 years in Employment,2001Q4,Male,10 - 19.5 hours,22.6
Persons aged 15-89 years in Employment,2001Q4,Male,20 - 29.5 hours,38.5
Persons aged 15-89 years in Employment,2001Q4,Male,30 - 34.5 hours,19.4
Persons aged 15-89 years in Employment,2001Q4,Male,35 - 39.5 hours,349.5
Persons aged 15-89 years in Employment,2001Q4,Male,40 - 44.5 hours,251.7
Persons aged 15-89 years in Employment,2001Q4,Male,45 hours and over,207.0
Persons aged 15-89 years in Employment,2001Q4,Male,Variable Hours (see note),173.1
Persons aged 15-89 years in Employment,2001Q4,Female,0 - 9.5 hours,22.4
Persons aged 15-89 years in Employment,2001Q4,Female,10 - 19.5 hours,74.6
Persons aged 15-89 years in Employment,2001Q4,Female,20 - 29.5 hours,139.2
Persons aged 15-89 years in Employment,2001Q4,Female,30 - 34.5 hours,39.5
Persons aged 15-89 years in Employment,2001Q4,Female,35 - 39.5 hours,291.9
Persons aged 15-89 years in Employment,2001Q4,Female,40 - 44.5 hours,114.9
Persons aged 15-89 years in Employment,2001Q4,Female,45 hours and over,34.7
Persons aged 15-89 years in Employment,2001Q4,Female,Variable Hours (see note),44.2
Persons aged 15-89 years in Employment,2002Q1,Both sexes,0 - 9.5 hours,34.0
Persons aged 15-89 years in Employment,2002Q1,Both sexes,10 - 19.5 hours,99.3
Persons aged 15-89 years in Employment,2002Q1,Both sexes,20 - 29.5 hours,177.4
Persons aged 15-89 years in Employment,2002Q1,Both sexes,30 - 34.5 hours,59.3
Persons aged 15-89 years in Employment,2002Q1,Both sexes,35 - 39.5 hours,648.2
Persons aged 15-89 years in Employment,2002Q1,Both sexes,40 - 44.5 hours,356.6
Persons aged 15-89 years in Employment,2002Q1,Both sexes,45 hours and over,241.7
Persons aged 15-89 years in Employment,2002Q1,Both sexes,Variable Hours (see note),208.6
Persons aged 15-89 years in Employment,2002Q1,Male,0 - 9.5 hours,10.2
Persons aged 15-89 years in Employment,2002Q1,Male,10 - 19.5 hours,24.3
Persons aged 15-89 years in Employment,2002Q1,Male,20 - 29.5 hours,38.1
Persons aged 15-89 years in Employment,2002Q1,Male,30 - 34.5 hours,20.0
Persons aged 15-89 years in Employment,2002Q1,Male,35 - 39.5 hours,355.4
Persons aged 15-89 years in Employment,2002Q1,Male,40 - 44.5 hours,244.8
Persons aged 15-89 years in Employment,2002Q1,Male,45 hours and over,207.3
Persons aged 15-89 years in Employment,2002Q1,Male,Variable Hours (see note),164.4
Persons aged 15-89 years in Employment,2002Q1,Female,0 - 9.5 hours,23.8
Persons aged 15-89 years in Employment,2002Q1,Female,10 - 19.5 hours,75.0
Persons aged 15-89 years in Employment,2002Q1,Female,20 - 29.5 hours,139.3
Persons aged 15-89 years in Employment,2002Q1,Female,30 - 34.5 hours,39.3
Persons aged 15-89 years in Employment,2002Q1,Female,35 - 39.5 hours,292.7
Persons aged 15-89 years in Employment,2002Q1,Female,40 - 44.5 hours,111.8
Persons aged 15-89 years in Employment,2002Q1,Female,45 hours and over,34.4
Persons aged 15-89 years in Employment,2002Q1,Female,Variable Hours (see note),44.2
Persons aged 15-89 years in Employment,2002Q2,Both sexes,0 - 9.5 hours,28.5
Persons aged 15-89 years in Employment,2002Q2,Both sexes,10 - 19.5 hours,94.4
Persons aged 15-89 years in Employment,2002Q2,Both sexes,20 - 29.5 hours,182.3
Persons aged 15-89 years in Employment,2002Q2,Both sexes,30 - 34.5 hours,61.0
Persons aged 15-89 years in Employment,2002Q2,Both sexes,35 - 39.5 hours,669.7
Persons aged 15-89 years in Employment,2002Q2,Both sexes,40 - 44.5 hours,348.2
Persons aged 15-89 years in Employment,2002Q2,Both sexes,45 hours and over,242.0
Persons aged 15-89 years in Employment,2002Q2,Both sexes,Variable Hours (see note),214.2
Persons aged 15-89 years in Employment,2002Q2,Male,0 - 9.5 hours,7.6
Persons aged 15-89 years in Employment,2002Q2,Male,10 - 19.5 hours,21.0
Persons aged 15-89 years in Employment,2002Q2,Male,20 - 29.5 hours,39.6
Persons aged 15-89 years in Employment,2002Q2,Male,30 - 34.5 hours,19.5
Persons aged 15-89 years in Employment,2002Q2,Male,35 - 39.5 hours,369.0
Persons aged 15-89 years in Employment,2002Q2,Male,40 - 44.5 hours,239.8
Persons aged 15-89 years in Employment,2002Q2,Male,45 hours and over,207.2
Persons aged 15-89 years in Employment,2002Q2,Male,Variable Hours (see note),168.3
Persons aged 15-89 years in Employment,2002Q2,Female,0 - 9.5 hours,20.8
Persons aged 15-89 years in Employment,2002Q2,Female,10 - 19.5 hours,73.4
Persons aged 15-89 years in Employment,2002Q2,Female,20 - 29.5 hours,142.7
Persons aged 15-89 years in Employment,2002Q2,Female,30 - 34.5 hours,41.5
Persons aged 15-89 years in Employment,2002Q2,Female,35 - 39.5 hours,300.7
Persons aged 15-89 years in Employment,2002Q2,Female,40 - 44.5 hours,108.3
Persons aged 15-89 years in Employment,2002Q2,Female,45 hours and over,34.8
Persons aged 15-89 years in Employment,2002Q2,Female,Variable Hours (see note),46.0
Persons aged 15-89 years in Employment,2002Q3,Both sexes,0 - 9.5 hours,21.9
Persons aged 15-89 years in Employment,2002Q3,Both sexes,10 - 19.5 hours,88.1
Persons aged 15-89 years in Employment,2002Q3,Both sexes,20 - 29.5 hours,192.5
Persons aged 15-89 years in Employment,2002Q3,Both sexes,30 - 34.5 hours,64.8
Persons aged 15-89 years in Employment,2002Q3,Both sexes,35 - 39.5 hours,701.7
Persons aged 15-89 years in Employment,2002Q3,Both sexes,40 - 44.5 hours,355.4
Persons aged 15-89 years in Employment,2002Q3,Both sexes,45 hours and over,243.3
Persons aged 15-89 years in Employment,2002Q3,Both sexes,Variable Hours (see note),215.9
Persons aged 15-89 years in Employment,2002Q3,Male,0 - 9.5 hours,5.2
Persons aged 15-89 years in Employment,2002Q3,Male,10 - 19.5 hours,18.5
Persons aged 15-89 years in Employment,2002Q3,Male,20 - 29.5 hours,43.2
Persons aged 15-89 years in Employment,2002Q3,Male,30 - 34.5 hours,21.1
Persons aged 15-89 years in Employment,2002Q3,Male,35 - 39.5 hours,384.6
Persons aged 15-89 years in Employment,2002Q3,Male,40 - 44.5 hours,244.9
Persons aged 15-89 years in Employment,2002Q3,Male,45 hours and over,209.4
Persons aged 15-89 years in Employment,2002Q3,Male,Variable Hours (see note),168.2
Persons aged 15-89 years in Employment,2002Q3,Female,0 - 9.5 hours,16.7
Persons aged 15-89 years in Employment,2002Q3,Female,10 - 19.5 hours,69.6
Persons aged 15-89 years in Employment,2002Q3,Female,20 - 29.5 hours,149.3
Persons aged 15-89 years in Employment,2002Q3,Female,30 - 34.5 hours,43.7
Persons aged 15-89 years in Employment,2002Q3,Female,35 - 39.5 hours,317.1
Persons aged 15-89 years in Employment,2002Q3,Female,40 - 44.5 hours,110.5
Persons aged 15-89 years in Employment,2002Q3,Female,45 hours and over,33.9
Persons aged 15-89 years in Employment,2002Q3,Female,Variable Hours (see note),47.6
Persons aged 15-89 years in Employment,2002Q4,Both sexes,0 - 9.5 hours,33.9
Persons aged 15-89 years in Employment,2002Q4,Both sexes,10 - 19.5 hours,101.1
Persons aged 15-89 years in Employment,2002Q4,Both sexes,20 - 29.5 hours,181.9
Persons aged 15-89 years in Employment,2002Q4,Both sexes,30 - 34.5 hours,60.4
Persons aged 15-89 years in Employment,2002Q4,Both sexes,35 - 39.5 hours,676.9
Persons aged 15-89 years in Employment,2002Q4,Both sexes,40 - 44.5 hours,344.1
Persons aged 15-89 years in Employment,2002Q4,Both sexes,45 hours and over,229.7
Persons aged 15-89 years in Employment,2002Q4,Both sexes,Variable Hours (see note),222.5
Persons aged 15-89 years in Employment,2002Q4,Male,0 - 9.5 hours,10.2
Persons aged 15-89 years in Employment,2002Q4,Male,10 - 19.5 hours,23.7
Persons aged 15-89 years in Employment,2002Q4,Male,20 - 29.5 hours,38.6
Persons aged 15-89 years in Employment,2002Q4,Male,30 - 34.5 hours,17.2
Persons aged 15-89 years in Employment,2002Q4,Male,35 - 39.5 hours,375.2
Persons aged 15-89 years in Employment,2002Q4,Male,40 - 44.5 hours,239.8
Persons aged 15-89 years in Employment,2002Q4,Male,45 hours and over,195.6
Persons aged 15-89 years in Employment,2002Q4,Male,Variable Hours (see note),174.8
Persons aged 15-89 years in Employment,2002Q4,Female,0 - 9.5 hours,23.7
Persons aged 15-89 years in Employment,2002Q4,Female,10 - 19.5 hours,77.4
Persons aged 15-89 years in Employment,2002Q4,Female,20 - 29.5 hours,143.3
Persons aged 15-89 years in Employment,2002Q4,Female,30 - 34.5 hours,43.1
Persons aged 15-89 years in Employment,2002Q4,Female,35 - 39.5 hours,301.7
Persons aged 15-89 years in Employment,2002Q4,Female,40 - 44.5 hours,104.3
Persons aged 15-89 years in Employment,2002Q4,Female,45 hours and over,34.1
Persons aged 15-89 years in Employment,2002Q4,Female,Variable Hours (see note),47.7
Persons aged 15-89 years in Employment,2003Q1,Both sexes,0 - 9.5 hours,36.4
Persons aged 15-89 years in Employment,2003Q1,Both sexes,10 - 19.5 hours,102.2
Persons aged 15-89 years in Employment,2003Q1,Both sexes,20 - 29.5 hours,183.2
Persons aged 15-89 years in Employment,2003Q1,Both sexes,30 - 34.5 hours,62.2
Persons aged 15-89 years in Employment,2003Q1,Both sexes,35 - 39.5 hours,684.9
Persons aged 15-89 years in Employment,2003Q1,Both sexes,40 - 44.5 hours,343.0
Persons aged 15-89 years in Employment,2003Q1,Both sexes,45 hours and over,227.2
Persons aged 15-89 years in Employment,2003Q1,Both sexes,Variable Hours (see note),216.6
Persons aged 15-89 years in Employment,2003Q1,Male,0 - 9.5 hours,11.7
Persons aged 15-89 years in Employment,2003Q1,Male,10 - 19.5 hours,25.2
Persons aged 15-89 years in Employment,2003Q1,Male,20 - 29.5 hours,39.2
Persons aged 15-89 years in Employment,2003Q1,Male,30 - 34.5 hours,17.3
Persons aged 15-89 years in Employment,2003Q1,Male,35 - 39.5 hours,381.0
Persons aged 15-89 years in Employment,2003Q1,Male,40 - 44.5 hours,237.8
Persons aged 15-89 years in Employment,2003Q1,Male,45 hours and over,194.0
Persons aged 15-89 years in Employment,2003Q1,Male,Variable Hours (see note),171.9
Persons aged 15-89 years in Employment,2003Q1,Female,0 - 9.5 hours,24.7
Persons aged 15-89 years in Employment,2003Q1,Female,10 - 19.5 hours,77.0
Persons aged 15-89 years in Employment,2003Q1,Female,20 - 29.5 hours,144.0
Persons aged 15-89 years in Employment,2003Q1,Female,30 - 34.5 hours,44.9
Persons aged 15-89 years in Employment,2003Q1,Female,35 - 39.5 hours,304.0
Persons aged 15-89 years in Employment,2003Q1,Female,40 - 44.5 hours,105.1
Persons aged 15-89 years in Employment,2003Q1,Female,45 hours and over,33.2
Persons aged 15-89 years in Employment,2003Q1,Female,Variable Hours (see note),44.7
Persons aged 15-89 years in Employment,2003Q2,Both sexes,0 - 9.5 hours,32.1
Persons aged 15-89 years in Employment,2003Q2,Both sexes,10 - 19.5 hours,99.9
Persons aged 15-89 years in Employment,2003Q2,Both sexes,20 - 29.5 hours,188.7
Persons aged 15-89 years in Employment,2003Q2,Both sexes,30 - 34.5 hours,63.5
Persons aged 15-89 years in Employment,2003Q2,Both sexes,35 - 39.5 hours,707.1
Persons aged 15-89 years in Employment,2003Q2,Both sexes,40 - 44.5 hours,345.4
Persons aged 15-89 years in Employment,2003Q2,Both sexes,45 hours and over,229.4
Persons aged 15-89 years in Employment,2003Q2,Both sexes,Variable Hours (see note),207.8
Persons aged 15-89 years in Employment,2003Q2,Male,0 - 9.5 hours,9.5
Persons aged 15-89 years in Employment,2003Q2,Male,10 - 19.5 hours,22.0
Persons aged 15-89 years in Employment,2003Q2,Male,20 - 29.5 hours,41.2
Persons aged 15-89 years in Employment,2003Q2,Male,30 - 34.5 hours,18.4
Persons aged 15-89 years in Employment,2003Q2,Male,35 - 39.5 hours,393.6
Persons aged 15-89 years in Employment,2003Q2,Male,40 - 44.5 hours,242.8
Persons aged 15-89 years in Employment,2003Q2,Male,45 hours and over,196.5
Persons aged 15-89 years in Employment,2003Q2,Male,Variable Hours (see note),162.5
Persons aged 15-89 years in Employment,2003Q2,Female,0 - 9.5 hours,22.6
Persons aged 15-89 years in Employment,2003Q2,Female,10 - 19.5 hours,77.9
Persons aged 15-89 years in Employment,2003Q2,Female,20 - 29.5 hours,147.5
Persons aged 15-89 years in Employment,2003Q2,Female,30 - 34.5 hours,45.1
Persons aged 15-89 years in Employment,2003Q2,Female,35 - 39.5 hours,313.5
Persons aged 15-89 years in Employment,2003Q2,Female,40 - 44.5 hours,102.6
Persons aged 15-89 years in Employment,2003Q2,Female,45 hours and over,33.0
Persons aged 15-89 years in Employment,2003Q2,Female,Variable Hours (see note),45.3
Persons aged 15-89 years in Employment,2003Q3,Both sexes,0 - 9.5 hours,25.2
Persons aged 15-89 years in Employment,2003Q3,Both sexes,10 - 19.5 hours,93.7
Persons aged 15-89 years in Employment,2003Q3,Both sexes,20 - 29.5 hours,200.8
Persons aged 15-89 years in Employment,2003Q3,Both sexes,30 - 34.5 hours,69.8
Persons aged 15-89 years in Employment,2003Q3,Both sexes,35 - 39.5 hours,722.3
Persons aged 15-89 years in Employment,2003Q3,Both sexes,40 - 44.5 hours,357.7
Persons aged 15-89 years in Employment,2003Q3,Both sexes,45 hours and over,237.3
Persons aged 15-89 years in Employment,2003Q3,Both sexes,Variable Hours (see note),205.8
Persons aged 15-89 years in Employment,2003Q3,Male,0 - 9.5 hours,6.5
Persons aged 15-89 years in Employment,2003Q3,Male,10 - 19.5 hours,20.0
Persons aged 15-89 years in Employment,2003Q3,Male,20 - 29.5 hours,45.7
Persons aged 15-89 years in Employment,2003Q3,Male,30 - 34.5 hours,21.4
Persons aged 15-89 years in Employment,2003Q3,Male,35 - 39.5 hours,400.2
Persons aged 15-89 years in Employment,2003Q3,Male,40 - 44.5 hours,253.5
Persons aged 15-89 years in Employment,2003Q3,Male,45 hours and over,204.6
Persons aged 15-89 years in Employment,2003Q3,Male,Variable Hours (see note),158.3
Persons aged 15-89 years in Employment,2003Q3,Female,0 - 9.5 hours,18.7
Persons aged 15-89 years in Employment,2003Q3,Female,10 - 19.5 hours,73.7
Persons aged 15-89 years in Employment,2003Q3,Female,20 - 29.5 hours,155.1
Persons aged 15-89 years in Employment,2003Q3,Female,30 - 34.5 hours,48.3
Persons aged 15-89 years in Employment,2003Q3,Female,35 - 39.5 hours,322.1
Persons aged 15-89 years in Employment,2003Q3,Female,40 - 44.5 hours,104.3
Persons aged 15-89 years in Employment,2003Q3,Female,45 hours and over,32.7
Persons aged 15-89 years in Employment,2003Q3,Female,Variable Hours (see note),47.5
Persons aged 15-89 years in Employment,2003Q4,Both sexes,0 - 9.5 hours,36.3
Persons aged 15-89 years in Employment,2003Q4,Both sexes,10 - 19.5 hours,104.5
Persons aged 15-89 years in Employment,2003Q4,Both sexes,20 - 29.5 hours,188.9
Persons aged 15-89 years in Employment,2003Q4,Both sexes,30 - 34.5 hours,66.4
Persons aged 15-89 years in Employment,2003Q4,Both sexes,35 - 39.5 hours,702.7
Persons aged 15-89 years in Employment,2003Q4,Both sexes,40 - 44.5 hours,353.5
Persons aged 15-89 years in Employment,2003Q4,Both sexes,45 hours and over,240.6
Persons aged 15-89 years in Employment,2003Q4,Both sexes,Variable Hours (see note),206.4
Persons aged 15-89 years in Employment,2003Q4,Male,0 - 9.5 hours,11.2
Persons aged 15-89 years in Employment,2003Q4,Male,10 - 19.5 hours,25.4
Persons aged 15-89 years in Employment,2003Q4,Male,20 - 29.5 hours,38.4
Persons aged 15-89 years in Employment,2003Q4,Male,30 - 34.5 hours,18.0
Persons aged 15-89 years in Employment,2003Q4,Male,35 - 39.5 hours,389.0
Persons aged 15-89 years in Employment,2003Q4,Male,40 - 44.5 hours,251.8
Persons aged 15-89 years in Employment,2003Q4,Male,45 hours and over,207.3
Persons aged 15-89 years in Employment,2003Q4,Male,Variable Hours (see note),159.9
Persons aged 15-89 years in Employment,2003Q4,Female,0 - 9.5 hours,25.1
Persons aged 15-89 years in Employment,2003Q4,Female,10 - 19.5 hours,79.1
Persons aged 15-89 years in Employment,2003Q4,Female,20 - 29.5 hours,150.6
Persons aged 15-89 years in Employment,2003Q4,Female,30 - 34.5 hours,48.4
Persons aged 15-89 years in Employment,2003Q4,Female,35 - 39.5 hours,313.7
Persons aged 15-89 years in Employment,2003Q4,Female,40 - 44.5 hours,101.8
Persons aged 15-89 years in Employment,2003Q4,Female,45 hours and over,33.3
Persons aged 15-89 years in Employment,2003Q4,Female,Variable Hours (see note),46.5
Persons aged 15-89 years in Employment,2004Q1,Both sexes,0 - 9.5 hours,38.0
Persons aged 15-89 years in Employment,2004Q1,Both sexes,10 - 19.5 hours,104.4
Persons aged 15-89 years in Employment,2004Q1,Both sexes,20 - 29.5 hours,192.1
Persons aged 15-89 years in Employment,2004Q1,Both sexes,30 - 34.5 hours,68.4
Persons aged 15-89 years in Employment,2004Q1,Both sexes,35 - 39.5 hours,691.5
Persons aged 15-89 years in Employment,2004Q1,Both sexes,40 - 44.5 hours,356.2
Persons aged 15-89 years in Employment,2004Q1,Both sexes,45 hours and over,233.7
Persons aged 15-89 years in Employment,2004Q1,Both sexes,Variable Hours (see note),218.1
Persons aged 15-89 years in Employment,2004Q1,Male,0 - 9.5 hours,12.0
Persons aged 15-89 years in Employment,2004Q1,Male,10 - 19.5 hours,23.1
Persons aged 15-89 years in Employment,2004Q1,Male,20 - 29.5 hours,39.0
Persons aged 15-89 years in Employment,2004Q1,Male,30 - 34.5 hours,18.7
Persons aged 15-89 years in Employment,2004Q1,Male,35 - 39.5 hours,388.7
