STATISTIC,Quarter,Sex,NACE Rev 2 Economic Sector,Region,value
Persons aged 15-89 years in Employment,2012Q1,Male,Services (G to U),Midland,31.6
Persons aged 15-89 years in Employment,2012Q1,Male,"Financial, insurance and real estate activities (K,L)",State,48.6
Persons aged 15-89 years in Employment,2012Q1,Male,"Financial, insurance and real estate activities (K,L)",Border,
Persons aged 15-89 years in Employment,2012Q1,Male,"Financial, insurance and real estate activities (K,L)",West,2.4
Persons aged 15-89 years in Employment,2012Q1,Male,"Financial, insurance and real estate activities (K,L)",Mid-West,2.9
Persons aged 15-89 years in Employment,2012Q1,Male,"Financial, insurance and real estate activities (K,L)",South-East,
Persons aged 15-89 years in Employment,2012Q1,Male,"Financial, insurance and real estate activities (K,L)",South-West,3.5
Persons aged 15-89 years in Employment,2012Q1,Male,"Financial, insurance and real estate activities (K,L)",Dublin,28.6
Persons aged 15-89 years in Employment,2012Q1,Male,"Financial, insurance and real estate activities (K,L)",Mid-East,6.6
Persons aged 15-89 years in Employment,2012Q1,Male,"Financial, insurance and real estate activities (K,L)",Midland,
Persons aged 15-89 years in Employment,2012Q1,Male,Other NACE activities (R to U),State,43.0
Persons aged 15-89 years in Employment,2012Q1,Male,Other NACE activities (R to U),Border,
Persons aged 15-89 years in Employment,2012Q1,Male,Other NACE activities (R to U),West,3.0
Persons aged 15-89 years in Employment,2012Q1,Male,Other NACE activities (R to U),Mid-West,4.0
Persons aged 15-89 years in Employment,2012Q1,Male,Other NACE activities (R to U),South-East,
Persons aged 15-89 years in Employment,2012Q1,Male,Other NACE activities (R to U),South-West,4.3
Persons aged 15-89 years in Employment,2012Q1,Male,Other NACE activities (R to U),Dublin,18.4
Persons aged 15-89 years in Employment,2012Q1,Male,Other NACE activities (R to U),Mid-East,5.9
Persons aged 15-89 years in Employment,2012Q1,Male,Other NACE activities (R to U),Midland,
Persons aged 15-89 years in Employment,2012Q1,Male,Not stated,State,2.6
Persons aged 15-89 years in Employment,2012Q1,Male,Not stated,Border,
Persons aged 15-89 years in Employment,2012Q1,Male,Not stated,West,
Persons aged 15-89 years in Employment,2012Q1,Male,Not stated,Mid-West,
Persons aged 15-89 years in Employment,2012Q1,Male,Not stated,South-East,
Persons aged 15-89 years in Employment,2012Q1,Male,Not stated,South-West,
Persons aged 15-89 years in Employment,2012Q1,Male,Not stated,Dublin,
Persons aged 15-89 years in Employment,2012Q1,Male,Not stated,Mid-East,
Persons aged 15-89 years in Employment,2012Q1,Male,Not stated,Midland,
Persons aged 15-89 years in Employment,2012Q1,Female,All NACE economic sectors,State,871.3
Persons aged 15-89 years in Employment,2012Q1,Female,All NACE economic sectors,Border,66.0
Persons aged 15-89 years in Employment,2012Q1,Female,All NACE economic sectors,West,82.8
Persons aged 15-89 years in Employment,2012Q1,Female,All NACE economic sectors,Mid-West,86.1
Persons aged 15-89 years in Employment,2012Q1,Female,All NACE economic sectors,South-East,69.4
Persons aged 15-89 years in Employment,2012Q1,Female,All NACE economic sectors,South-West,128.8
Persons aged 15-89 years in Employment,2012Q1,Female,All NACE economic sectors,Dublin,262.3
Persons aged 15-89 years in Employment,2012Q1,Female,All NACE economic sectors,Mid-East,132.7
Persons aged 15-89 years in Employment,2012Q1,Female,All NACE economic sectors,Midland,43.2
Persons aged 15-89 years in Employment,2012Q1,Female,"Agriculture, forestry and fishing (A)",State,13.8
Persons aged 15-89 years in Employment,2012Q1,Female,"Agriculture, forestry and fishing (A)",Border,
Persons aged 15-89 years in Employment,2012Q1,Female,"Agriculture, forestry and fishing (A)",West,
Persons aged 15-89 years in Employment,2012Q1,Female,"Agriculture, forestry and fishing (A)",Mid-West,
Persons aged 15-89 years in Employment,2012Q1,Female,"Agriculture, forestry and fishing (A)",South-East,
Persons aged 15-89 years in Employment,2012Q1,Female,"Agriculture, forestry and fishing (A)",South-West,
Persons aged 15-89 years in Employment,2012Q1,Female,"Agriculture, forestry and fishing (A)",Dublin,
Persons aged 15-89 years in Employment,2012Q1,Female,"Agriculture, forestry and fishing (A)",Mid-East,
Persons aged 15-89 years in Employment,2012Q1,Female,"Agriculture, forestry and fishing (A)",Midland,
Persons aged 15-89 years in Employment,2012Q1,Female,Construction (F),State,4.9
Persons aged 15-89 years in Employment,2012Q1,Female,Construction (F),Border,
Persons aged 15-89 years in Employment,2012Q1,Female,Construction (F),West,
Persons aged 15-89 years in Employment,2012Q1,Female,Construction (F),Mid-West,
Persons aged 15-89 years in Employment,2012Q1,Female,Construction (F),South-East,
Persons aged 15-89 years in Employment,2012Q1,Female,Construction (F),South-West,
Persons aged 15-89 years in Employment,2012Q1,Female,Construction (F),Dublin,
Persons aged 15-89 years in Employment,2012Q1,Female,Construction (F),Mid-East,
Persons aged 15-89 years in Employment,2012Q1,Female,Construction (F),Midland,
Persons aged 15-89 years in Employment,2012Q1,Female,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",State,140.0
Persons aged 15-89 years in Employment,2012Q1,Female,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",Border,9.8
Persons aged 15-89 years in Employment,2012Q1,Female,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",West,12.7
Persons aged 15-89 years in Employment,2012Q1,Female,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",Mid-West,13.2
Persons aged 15-89 years in Employment,2012Q1,Female,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",South-East,11.2
Persons aged 15-89 years in Employment,2012Q1,Female,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",South-West,23.8
Persons aged 15-89 years in Employment,2012Q1,Female,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",Dublin,39.0
Persons aged 15-89 years in Employment,2012Q1,Female,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",Mid-East,23.3
Persons aged 15-89 years in Employment,2012Q1,Female,"Wholesale and retail trade, repair of motor vehicles and motorcycles (G)",Midland,6.9
Persons aged 15-89 years in Employment,2012Q1,Female,Transportation and storage (H),State,17.0
Persons aged 15-89 years in Employment,2012Q1,Female,Transportation and storage (H),Border,
Persons aged 15-89 years in Employment,2012Q1,Female,Transportation and storage (H),West,
Persons aged 15-89 years in Employment,2012Q1,Female,Transportation and storage (H),Mid-West,2.0
Persons aged 15-89 years in Employment,2012Q1,Female,Transportation and storage (H),South-East,
Persons aged 15-89 years in Employment,2012Q1,Female,Transportation and storage (H),South-West,2.2
Persons aged 15-89 years in Employment,2012Q1,Female,Transportation and storage (H),Dublin,7.4
Persons aged 15-89 years in Employment,2012Q1,Female,Transportation and storage (H),Mid-East,
Persons aged 15-89 years in Employment,2012Q1,Female,Transportation and storage (H),Midland,
Persons aged 15-89 years in Employment,2012Q1,Female,Accommodation and food service activities (I),State,60.4
Persons aged 15-89 years in Employment,2012Q1,Female,Accommodation and food service activities (I),Border,5.1
Persons aged 15-89 years in Employment,2012Q1,Female,Accommodation and food service activities (I),West,7.2
Persons aged 15-89 years in Employment,2012Q1,Female,Accommodation and food service activities (I),Mid-West,6.6
Persons aged 15-89 years in Employment,2012Q1,Female,Accommodation and food service activities (I),South-East,5.6
Persons aged 15-89 years in Employment,2012Q1,Female,Accommodation and food service activities (I),South-West,11.1
Persons aged 15-89 years in Employment,2012Q1,Female,Accommodation and food service activities (I),Dublin,13.5
Persons aged 15-89 years in Employment,2012Q1,Female,Accommodation and food service activities (I),Mid-East,8.0
Persons aged 15-89 years in Employment,2012Q1,Female,Accommodation and food service activities (I),Midland,3.3
Persons aged 15-89 years in Employment,2012Q1,Female,Information and communication (J),State,31.9
Persons aged 15-89 years in Employment,2012Q1,Female,Information and communication (J),Border,
Persons aged 15-89 years in Employment,2012Q1,Female,Information and communication (J),West,
Persons aged 15-89 years in Employment,2012Q1,Female,Information and communication (J),Mid-West,2.6
Persons aged 15-89 years in Employment,2012Q1,Female,Information and communication (J),South-East,
Persons aged 15-89 years in Employment,2012Q1,Female,Information and communication (J),South-West,3.2
Persons aged 15-89 years in Employment,2012Q1,Female,Information and communication (J),Dublin,17.0
Persons aged 15-89 years in Employment,2012Q1,Female,Information and communication (J),Mid-East,
Persons aged 15-89 years in Employment,2012Q1,Female,Information and communication (J),Midland,
Persons aged 15-89 years in Employment,2012Q1,Female,"Professional, scientific and technical activities (M)",State,40.2
Persons aged 15-89 years in Employment,2012Q1,Female,"Professional, scientific and technical activities (M)",Border,
Persons aged 15-89 years in Employment,2012Q1,Female,"Professional, scientific and technical activities (M)",West,3.4
Persons aged 15-89 years in Employment,2012Q1,Female,"Professional, scientific and technical activities (M)",Mid-West,2.3
Persons aged 15-89 years in Employment,2012Q1,Female,"Professional, scientific and technical activities (M)",South-East,3.0
Persons aged 15-89 years in Employment,2012Q1,Female,"Professional, scientific and technical activities (M)",South-West,4.4
Persons aged 15-89 years in Employment,2012Q1,Female,"Professional, scientific and technical activities (M)",Dublin,18.5
Persons aged 15-89 years in Employment,2012Q1,Female,"Professional, scientific and technical activities (M)",Mid-East,5.4
Persons aged 15-89 years in Employment,2012Q1,Female,"Professional, scientific and technical activities (M)",Midland,
Persons aged 15-89 years in Employment,2012Q1,Female,Administrative and support service activities (N),State,31.0
Persons aged 15-89 years in Employment,2012Q1,Female,Administrative and support service activities (N),Border,
Persons aged 15-89 years in Employment,2012Q1,Female,Administrative and support service activities (N),West,2.5
Persons aged 15-89 years in Employment,2012Q1,Female,Administrative and support service activities (N),Mid-West,2.6
Persons aged 15-89 years in Employment,2012Q1,Female,Administrative and support service activities (N),South-East,
Persons aged 15-89 years in Employment,2012Q1,Female,Administrative and support service activities (N),South-West,5.4
Persons aged 15-89 years in Employment,2012Q1,Female,Administrative and support service activities (N),Dublin,10.4
Persons aged 15-89 years in Employment,2012Q1,Female,Administrative and support service activities (N),Mid-East,3.9
Persons aged 15-89 years in Employment,2012Q1,Female,Administrative and support service activities (N),Midland,
Persons aged 15-89 years in Employment,2012Q1,Female,"Public administration and defence, compulsory social security (O)",State,41.2
Persons aged 15-89 years in Employment,2012Q1,Female,"Public administration and defence, compulsory social security (O)",Border,4.5
Persons aged 15-89 years in Employment,2012Q1,Female,"Public administration and defence, compulsory social security (O)",West,4.2
Persons aged 15-89 years in Employment,2012Q1,Female,"Public administration and defence, compulsory social security (O)",Mid-West,4.9
Persons aged 15-89 years in Employment,2012Q1,Female,"Public administration and defence, compulsory social security (O)",South-East,3.2
Persons aged 15-89 years in Employment,2012Q1,Female,"Public administration and defence, compulsory social security (O)",South-West,4.8
Persons aged 15-89 years in Employment,2012Q1,Female,"Public administration and defence, compulsory social security (O)",Dublin,11.5
Persons aged 15-89 years in Employment,2012Q1,Female,"Public administration and defence, compulsory social security (O)",Mid-East,5.1
Persons aged 15-89 years in Employment,2012Q1,Female,"Public administration and defence, compulsory social security (O)",Midland,3.1
Persons aged 15-89 years in Employment,2012Q1,Female,Education (P),State,102.8
Persons aged 15-89 years in Employment,2012Q1,Female,Education (P),Border,8.6
Persons aged 15-89 years in Employment,2012Q1,Female,Education (P),West,10.3
Persons aged 15-89 years in Employment,2012Q1,Female,Education (P),Mid-West,9.5
Persons aged 15-89 years in Employment,2012Q1,Female,Education (P),South-East,8.9
Persons aged 15-89 years in Employment,2012Q1,Female,Education (P),South-West,15.5
Persons aged 15-89 years in Employment,2012Q1,Female,Education (P),Dublin,27.7
Persons aged 15-89 years in Employment,2012Q1,Female,Education (P),Mid-East,16.2
Persons aged 15-89 years in Employment,2012Q1,Female,Education (P),Midland,6.0
Persons aged 15-89 years in Employment,2012Q1,Female,Human health and social work activities (Q),State,201.1
Persons aged 15-89 years in Employment,2012Q1,Female,Human health and social work activities (Q),Border,16.9
Persons aged 15-89 years in Employment,2012Q1,Female,Human health and social work activities (Q),West,18.8
Persons aged 15-89 years in Employment,2012Q1,Female,Human health and social work activities (Q),Mid-West,20.1
Persons aged 15-89 years in Employment,2012Q1,Female,Human health and social work activities (Q),South-East,15.7
Persons aged 15-89 years in Employment,2012Q1,Female,Human health and social work activities (Q),South-West,30.7
Persons aged 15-89 years in Employment,2012Q1,Female,Human health and social work activities (Q),Dublin,59.1
Persons aged 15-89 years in Employment,2012Q1,Female,Human health and social work activities (Q),Mid-East,30.3
