NUTS 3 Regions,Quarter,Statistic,value
Border,2004Q2,ILO Unemployment Rate (15 - 74 years) (%),4.8
Border,2004Q2,ILO Participation Rate (15 years and over) (%),64.2
Border,2004Q3,Persons aged 15 years and over in Employment (Thousand),221.8
Border,2004Q3,Unemployed Persons aged 15 years and over (Thousand),10.5
Border,2004Q3,Persons aged 15 years and over in Labour Force (Thousand),232.3
Border,2004Q3,ILO Unemployment Rate (15 - 74 years) (%),4.6
Border,2004Q3,ILO Participation Rate (15 years and over) (%),65.7
Border,2004Q4,Persons aged 15 years and over in Employment (Thousand),220.5
Border,2004Q4,Unemployed Persons aged 15 years and over (Thousand),9.9
Border,2004Q4,Persons aged 15 years and over in Labour Force (Thousand),230.4
Border,2004Q4,ILO Unemployment Rate (15 - 74 years) (%),4.3
Border,2004Q4,ILO Participation Rate (15 years and over) (%),64.8
Border,2005Q1,Persons aged 15 years and over in Employment (Thousand),221.4
Border,2005Q1,Unemployed Persons aged 15 years and over (Thousand),9.1
Border,2005Q1,Persons aged 15 years and over in Labour Force (Thousand),230.6
Border,2005Q1,ILO Unemployment Rate (15 - 74 years) (%),4.0
Border,2005Q1,ILO Participation Rate (15 years and over) (%),64.6
Border,2005Q2,Persons aged 15 years and over in Employment (Thousand),221.6
Border,2005Q2,Unemployed Persons aged 15 years and over (Thousand),11.1
Border,2005Q2,Persons aged 15 years and over in Labour Force (Thousand),232.6
Border,2005Q2,ILO Unemployment Rate (15 - 74 years) (%),4.8
Border,2005Q2,ILO Participation Rate (15 years and over) (%),64.9
Border,2005Q3,Persons aged 15 years and over in Employment (Thousand),226.5
Border,2005Q3,Unemployed Persons aged 15 years and over (Thousand),10.7
Border,2005Q3,Persons aged 15 years and over in Labour Force (Thousand),237.2
Border,2005Q3,ILO Unemployment Rate (15 - 74 years) (%),4.5
Border,2005Q3,ILO Participation Rate (15 years and over) (%),65.7
Border,2005Q4,Persons aged 15 years and over in Employment (Thousand),227.7
Border,2005Q4,Unemployed Persons aged 15 years and over (Thousand),9.7
Border,2005Q4,Persons aged 15 years and over in Labour Force (Thousand),237.4
Border,2005Q4,ILO Unemployment Rate (15 - 74 years) (%),4.1
Border,2005Q4,ILO Participation Rate (15 years and over) (%),65.3
Border,2006Q1,Persons aged 15 years and over in Employment (Thousand),229.7
Border,2006Q1,Unemployed Persons aged 15 years and over (Thousand),9.8
Border,2006Q1,Persons aged 15 years and over in Labour Force (Thousand),239.5
Border,2006Q1,ILO Unemployment Rate (15 - 74 years) (%),4.1
Border,2006Q1,ILO Participation Rate (15 years and over) (%),65.6
Border,2006Q2,Persons aged 15 years and over in Employment (Thousand),235.1
Border,2006Q2,Unemployed Persons aged 15 years and over (Thousand),11.6
Border,2006Q2,Persons aged 15 years and over in Labour Force (Thousand),246.7
Border,2006Q2,ILO Unemployment Rate (15 - 74 years) (%),4.7
Border,2006Q2,ILO Participation Rate (15 years and over) (%),66.9
Border,2006Q3,Persons aged 15 years and over in Employment (Thousand),239.0
Border,2006Q3,Unemployed Persons aged 15 years and over (Thousand),13.1
Border,2006Q3,Persons aged 15 years and over in Labour Force (Thousand),252.0
Border,2006Q3,ILO Unemployment Rate (15 - 74 years) (%),5.2
Border,2006Q3,ILO Participation Rate (15 years and over) (%),67.7
Border,2006Q4,Persons aged 15 years and over in Employment (Thousand),243.0
Border,2006Q4,Unemployed Persons aged 15 years and over (Thousand),10.2
Border,2006Q4,Persons aged 15 years and over in Labour Force (Thousand),253.2
Border,2006Q4,ILO Unemployment Rate (15 - 74 years) (%),4.0
Border,2006Q4,ILO Participation Rate (15 years and over) (%),67.4
Border,2007Q1,Persons aged 15 years and over in Employment (Thousand),243.3
Border,2007Q1,Unemployed Persons aged 15 years and over (Thousand),12.4
Border,2007Q1,Persons aged 15 years and over in Labour Force (Thousand),255.7
Border,2007Q1,ILO Unemployment Rate (15 - 74 years) (%),4.9
Border,2007Q1,ILO Participation Rate (15 years and over) (%),67.7
Border,2007Q2,Persons aged 15 years and over in Employment (Thousand),247.6
Border,2007Q2,Unemployed Persons aged 15 years and over (Thousand),13.1
Border,2007Q2,Persons aged 15 years and over in Labour Force (Thousand),260.7
Border,2007Q2,ILO Unemployment Rate (15 - 74 years) (%),5.0
Border,2007Q2,ILO Participation Rate (15 years and over) (%),68.5
Border,2007Q3,Persons aged 15 years and over in Employment (Thousand),248.2
Border,2007Q3,Unemployed Persons aged 15 years and over (Thousand),13.3
Border,2007Q3,Persons aged 15 years and over in Labour Force (Thousand),261.4
Border,2007Q3,ILO Unemployment Rate (15 - 74 years) (%),5.1
Border,2007Q3,ILO Participation Rate (15 years and over) (%),68.3
Border,2007Q4,Persons aged 15 years and over in Employment (Thousand),246.8
Border,2007Q4,Unemployed Persons aged 15 years and over (Thousand),13.0
Border,2007Q4,Persons aged 15 years and over in Labour Force (Thousand),259.8
Border,2007Q4,ILO Unemployment Rate (15 - 74 years) (%),5.0
Border,2007Q4,ILO Participation Rate (15 years and over) (%),67.4
Border,2008Q1,Persons aged 15 years and over in Employment (Thousand),243.7
Border,2008Q1,Unemployed Persons aged 15 years and over (Thousand),12.6
Border,2008Q1,Persons aged 15 years and over in Labour Force (Thousand),256.3
Border,2008Q1,ILO Unemployment Rate (15 - 74 years) (%),5.0
Border,2008Q1,ILO Participation Rate (15 years and over) (%),66.2
Border,2008Q2,Persons aged 15 years and over in Employment (Thousand),242.6
Border,2008Q2,Unemployed Persons aged 15 years and over (Thousand),14.9
Border,2008Q2,Persons aged 15 years and over in Labour Force (Thousand),257.5
Border,2008Q2,ILO Unemployment Rate (15 - 74 years) (%),5.8
Border,2008Q2,ILO Participation Rate (15 years and over) (%),66.1
Border,2008Q3,Persons aged 15 years and over in Employment (Thousand),240.9
Border,2008Q3,Unemployed Persons aged 15 years and over (Thousand),17.7
Border,2008Q3,Persons aged 15 years and over in Labour Force (Thousand),258.6
Border,2008Q3,ILO Unemployment Rate (15 - 74 years) (%),6.9
Border,2008Q3,ILO Participation Rate (15 years and over) (%),66.0
Border,2008Q4,Persons aged 15 years and over in Employment (Thousand),240.0
Border,2008Q4,Unemployed Persons aged 15 years and over (Thousand),18.3
Border,2008Q4,Persons aged 15 years and over in Labour Force (Thousand),258.3
Border,2008Q4,ILO Unemployment Rate (15 - 74 years) (%),7.1
Border,2008Q4,ILO Participation Rate (15 years and over) (%),65.5
Border,2009Q1,Persons aged 15 years and over in Employment (Thousand),220.1
Border,2009Q1,Unemployed Persons aged 15 years and over (Thousand),24.3
Border,2009Q1,Persons aged 15 years and over in Labour Force (Thousand),244.4
Border,2009Q1,ILO Unemployment Rate (15 - 74 years) (%),10.0
Border,2009Q1,ILO Participation Rate (15 years and over) (%),61.7
Border,2009Q2,Persons aged 15 years and over in Employment (Thousand),218.1
Border,2009Q2,Unemployed Persons aged 15 years and over (Thousand),28.9
Border,2009Q2,Persons aged 15 years and over in Labour Force (Thousand),246.9
Border,2009Q2,ILO Unemployment Rate (15 - 74 years) (%),11.8
Border,2009Q2,ILO Participation Rate (15 years and over) (%),62.1
Border,2009Q3,Persons aged 15 years and over in Employment (Thousand),219.7
Border,2009Q3,Unemployed Persons aged 15 years and over (Thousand),29.7
Border,2009Q3,Persons aged 15 years and over in Labour Force (Thousand),249.5
Border,2009Q3,ILO Unemployment Rate (15 - 74 years) (%),12.0
Border,2009Q3,ILO Participation Rate (15 years and over) (%),62.7
Border,2009Q4,Persons aged 15 years and over in Employment (Thousand),210.4
Border,2009Q4,Unemployed Persons aged 15 years and over (Thousand),26.9
Border,2009Q4,Persons aged 15 years and over in Labour Force (Thousand),237.3
Border,2009Q4,ILO Unemployment Rate (15 - 74 years) (%),11.4
Border,2009Q4,ILO Participation Rate (15 years and over) (%),59.6
Border,2010Q1,Persons aged 15 years and over in Employment (Thousand),209.9
Border,2010Q1,Unemployed Persons aged 15 years and over (Thousand),21.6
Border,2010Q1,Persons aged 15 years and over in Labour Force (Thousand),231.5
Border,2010Q1,ILO Unemployment Rate (15 - 74 years) (%),9.4
Border,2010Q1,ILO Participation Rate (15 years and over) (%),58.1
Border,2010Q2,Persons aged 15 years and over in Employment (Thousand),209.7
Border,2010Q2,Unemployed Persons aged 15 years and over (Thousand),26.9
Border,2010Q2,Persons aged 15 years and over in Labour Force (Thousand),236.5
Border,2010Q2,ILO Unemployment Rate (15 - 74 years) (%),11.4
Border,2010Q2,ILO Participation Rate (15 years and over) (%),59.4
Border,2010Q3,Persons aged 15 years and over in Employment (Thousand),210.1
Border,2010Q3,Unemployed Persons aged 15 years and over (Thousand),27.2
Border,2010Q3,Persons aged 15 years and over in Labour Force (Thousand),237.3
Border,2010Q3,ILO Unemployment Rate (15 - 74 years) (%),11.5
Border,2010Q3,ILO Participation Rate (15 years and over) (%),59.5
Border,2010Q4,Persons aged 15 years and over in Employment (Thousand),206.4
Border,2010Q4,Unemployed Persons aged 15 years and over (Thousand),26.2
Border,2010Q4,Persons aged 15 years and over in Labour Force (Thousand),232.6
Border,2010Q4,ILO Unemployment Rate (15 - 74 years) (%),11.3
Border,2010Q4,ILO Participation Rate (15 years and over) (%),58.2
Border,2011Q1,Persons aged 15 years and over in Employment (Thousand),205.9
Border,2011Q1,Unemployed Persons aged 15 years and over (Thousand),25.1
Border,2011Q1,Persons aged 15 years and over in Labour Force (Thousand),231.0
Border,2011Q1,ILO Unemployment Rate (15 - 74 years) (%),10.9
Border,2011Q1,ILO Participation Rate (15 years and over) (%),57.8
Border,2011Q2,Persons aged 15 years and over in Employment (Thousand),205.8
Border,2011Q2,Unemployed Persons aged 15 years and over (Thousand),30.1
Border,2011Q2,Persons aged 15 years and over in Labour Force (Thousand),236.0
Border,2011Q2,ILO Unemployment Rate (15 - 74 years) (%),12.8
Border,2011Q2,ILO Participation Rate (15 years and over) (%),59.0
Border,2011Q3,Persons aged 15 years and over in Employment (Thousand),204.2
Border,2011Q3,Unemployed Persons aged 15 years and over (Thousand),28.7
Border,2011Q3,Persons aged 15 years and over in Labour Force (Thousand),232.9
Border,2011Q3,ILO Unemployment Rate (15 - 74 years) (%),12.4
Border,2011Q3,ILO Participation Rate (15 years and over) (%),58.3
Border,2011Q4,Persons aged 15 years and over in Employment (Thousand),200.2
Border,2011Q4,Unemployed Persons aged 15 years and over (Thousand),26.5
Border,2011Q4,Persons aged 15 years and over in Labour Force (Thousand),226.7
Border,2011Q4,ILO Unemployment Rate (15 - 74 years) (%),11.7
Border,2011Q4,ILO Participation Rate (15 years and over) (%),56.7
Midland,1998Q1,Persons aged 15 years and over in Employment (Thousand),73.9
Midland,1998Q1,Unemployed Persons aged 15 years and over (Thousand),9.2
Midland,1998Q1,Persons aged 15 years and over in Labour Force (Thousand),83.0
Midland,1998Q1,ILO Unemployment Rate (15 - 74 years) (%),11.1
Midland,1998Q1,ILO Participation Rate (15 years and over) (%),52.2
Midland,1998Q2,Persons aged 15 years and over in Employment (Thousand),77.1
Midland,1998Q2,Unemployed Persons aged 15 years and over (Thousand),8.8
Midland,1998Q2,Persons aged 15 years and over in Labour Force (Thousand),85.9
Midland,1998Q2,ILO Unemployment Rate (15 - 74 years) (%),10.3
Midland,1998Q2,ILO Participation Rate (15 years and over) (%),53.6
Midland,1998Q3,Persons aged 15 years and over in Employment (Thousand),78.0
Midland,1998Q3,Unemployed Persons aged 15 years and over (Thousand),8.0
Midland,1998Q3,Persons aged 15 years and over in Labour Force (Thousand),86.0
Midland,1998Q3,ILO Unemployment Rate (15 - 74 years) (%),9.4
Midland,1998Q3,ILO Participation Rate (15 years and over) (%),53.3
Midland,1998Q4,Persons aged 15 years and over in Employment (Thousand),77.1
Midland,1998Q4,Unemployed Persons aged 15 years and over (Thousand),6.9
Midland,1998Q4,Persons aged 15 years and over in Labour Force (Thousand),84.0
Midland,1998Q4,ILO Unemployment Rate (15 - 74 years) (%),8.3
Midland,1998Q4,ILO Participation Rate (15 years and over) (%),51.7
Midland,1999Q1,Persons aged 15 years and over in Employment (Thousand),78.7
Midland,1999Q1,Unemployed Persons aged 15 years and over (Thousand),7.5
Midland,1999Q1,Persons aged 15 years and over in Labour Force (Thousand),86.2
Midland,1999Q1,ILO Unemployment Rate (15 - 74 years) (%),8.8
Midland,1999Q1,ILO Participation Rate (15 years and over) (%),53.0
Midland,1999Q2,Persons aged 15 years and over in Employment (Thousand),81.3
Midland,1999Q2,Unemployed Persons aged 15 years and over (Thousand),7.5
Midland,1999Q2,Persons aged 15 years and over in Labour Force (Thousand),88.9
Midland,1999Q2,ILO Unemployment Rate (15 - 74 years) (%),8.5
Midland,1999Q2,ILO Participation Rate (15 years and over) (%),54.4
Midland,1999Q3,Persons aged 15 years and over in Employment (Thousand),83.8
Midland,1999Q3,Unemployed Persons aged 15 years and over (Thousand),7.1
Midland,1999Q3,Persons aged 15 years and over in Labour Force (Thousand),90.9
Midland,1999Q3,ILO Unemployment Rate (15 - 74 years) (%),7.8
Midland,1999Q3,ILO Participation Rate (15 years and over) (%),55.4
Midland,1999Q4,Persons aged 15 years and over in Employment (Thousand),83.4
Midland,1999Q4,Unemployed Persons aged 15 years and over (Thousand),6.8
Midland,1999Q4,Persons aged 15 years and over in Labour Force (Thousand),90.2
Midland,1999Q4,ILO Unemployment Rate (15 - 74 years) (%),7.6
Midland,1999Q4,ILO Participation Rate (15 years and over) (%),54.7
Midland,2000Q1,Persons aged 15 years and over in Employment (Thousand),84.5
Midland,2000Q1,Unemployed Persons aged 15 years and over (Thousand),6.4
Midland,2000Q1,Persons aged 15 years and over in Labour Force (Thousand),90.9
Midland,2000Q1,ILO Unemployment Rate (15 - 74 years) (%),7.1
Midland,2000Q1,ILO Participation Rate (15 years and over) (%),55.0
Midland,2000Q2,Persons aged 15 years and over in Employment (Thousand),85.7
Midland,2000Q2,Unemployed Persons aged 15 years and over (Thousand),6.9
Midland,2000Q2,Persons aged 15 years and over in Labour Force (Thousand),92.5
Midland,2000Q2,ILO Unemployment Rate (15 - 74 years) (%),7.5
Midland,2000Q2,ILO Participation Rate (15 years and over) (%),55.8
Midland,2000Q3,Persons aged 15 years and over in Employment (Thousand),87.6
Midland,2000Q3,Unemployed Persons aged 15 years and over (Thousand),6.1
Midland,2000Q3,Persons aged 15 years and over in Labour Force (Thousand),93.6
Midland,2000Q3,ILO Unemployment Rate (15 - 74 years) (%),6.5
Midland,2000Q3,ILO Participation Rate (15 years and over) (%),56.1
Midland,2000Q4,Persons aged 15 years and over in Employment (Thousand),86.8
Midland,2000Q4,Unemployed Persons aged 15 years and over (Thousand),4.5
Midland,2000Q4,Persons aged 15 years and over in Labour Force (Thousand),91.4
Midland,2000Q4,ILO Unemployment Rate (15 - 74 years) (%),5.0
Midland,2000Q4,ILO Participation Rate (15 years and over) (%),54.3
Midland,2001Q1,Persons aged 15 years and over in Employment (Thousand),86.8
Midland,2001Q1,Unemployed Persons aged 15 years and over (Thousand),4.7
Midland,2001Q1,Persons aged 15 years and over in Labour Force (Thousand),91.5
Midland,2001Q1,ILO Unemployment Rate (15 - 74 years) (%),5.1
Midland,2001Q1,ILO Participation Rate (15 years and over) (%),54.2
Midland,2001Q2,Persons aged 15 years and over in Employment (Thousand),89.3
Midland,2001Q2,Unemployed Persons aged 15 years and over (Thousand),4.9
Midland,2001Q2,Persons aged 15 years and over in Labour Force (Thousand),94.3
Midland,2001Q2,ILO Unemployment Rate (15 - 74 years) (%),5.3
Midland,2001Q2,ILO Participation Rate (15 years and over) (%),55.6
Midland,2001Q3,Persons aged 15 years and over in Employment (Thousand),90.9
Midland,2001Q3,Unemployed Persons aged 15 years and over (Thousand),5.0
Midland,2001Q3,Persons aged 15 years and over in Labour Force (Thousand),95.9
Midland,2001Q3,ILO Unemployment Rate (15 - 74 years) (%),5.2
Midland,2001Q3,ILO Participation Rate (15 years and over) (%),56.2
Midland,2001Q4,Persons aged 15 years and over in Employment (Thousand),89.8
Midland,2001Q4,Unemployed Persons aged 15 years and over (Thousand),4.6
Midland,2001Q4,Persons aged 15 years and over in Labour Force (Thousand),94.4
Midland,2001Q4,ILO Unemployment Rate (15 - 74 years) (%),4.9
Midland,2001Q4,ILO Participation Rate (15 years and over) (%),54.9
