STATISTIC,Quarter,Age Group,Sex,Marital Status,value
ILO Participation Rates  (%),1998Q3,45 - 54 years,Male,Widowed,70.9
ILO Participation Rates  (%),1998Q3,45 - 54 years,Male,Separated or divorced,78.6
ILO Participation Rates  (%),1998Q3,45 - 54 years,Male,All marital status,86.5
ILO Participation Rates  (%),1998Q3,45 - 54 years,Female,Single - never married,68.6
ILO Participation Rates  (%),1998Q3,45 - 54 years,Female,Married,43.5
ILO Participation Rates  (%),1998Q3,45 - 54 years,Female,Widowed,49.3
ILO Participation Rates  (%),1998Q3,45 - 54 years,Female,Separated or divorced,55.7
ILO Participation Rates  (%),1998Q3,45 - 54 years,Female,All marital status,46.8
ILO Participation Rates  (%),1998Q3,55 - 59 years,Both sexes,Single - never married,55.8
ILO Participation Rates  (%),1998Q3,55 - 59 years,Both sexes,Married,51.7
ILO Participation Rates  (%),1998Q3,55 - 59 years,Both sexes,Widowed,34.8
ILO Participation Rates  (%),1998Q3,55 - 59 years,Both sexes,Separated or divorced,48.4
ILO Participation Rates  (%),1998Q3,55 - 59 years,Both sexes,All marital status,50.9
ILO Participation Rates  (%),1998Q3,55 - 59 years,Male,Single - never married,59.4
ILO Participation Rates  (%),1998Q3,55 - 59 years,Male,Married,74.5
ILO Participation Rates  (%),1998Q3,55 - 59 years,Male,Widowed,64.1
ILO Participation Rates  (%),1998Q3,55 - 59 years,Male,Separated or divorced,55.4
ILO Participation Rates  (%),1998Q3,55 - 59 years,Male,All marital status,71.4
ILO Participation Rates  (%),1998Q3,55 - 59 years,Female,Single - never married,49.5
ILO Participation Rates  (%),1998Q3,55 - 59 years,Female,Married,27.5
ILO Participation Rates  (%),1998Q3,55 - 59 years,Female,Widowed,26.6
ILO Participation Rates  (%),1998Q3,55 - 59 years,Female,Separated or divorced,43.4
ILO Participation Rates  (%),1998Q3,55 - 59 years,Female,All marital status,29.9
ILO Participation Rates  (%),1998Q3,60 - 64 years,Both sexes,Single - never married,40.6
ILO Participation Rates  (%),1998Q3,60 - 64 years,Both sexes,Married,35.2
ILO Participation Rates  (%),1998Q3,60 - 64 years,Both sexes,Widowed,23.2
ILO Participation Rates  (%),1998Q3,60 - 64 years,Both sexes,Separated or divorced,31.8
ILO Participation Rates  (%),1998Q3,60 - 64 years,Both sexes,All marital status,34.4
ILO Participation Rates  (%),1998Q3,60 - 64 years,Male,Single - never married,48.8
ILO Participation Rates  (%),1998Q3,60 - 64 years,Male,Married,54.2
ILO Participation Rates  (%),1998Q3,60 - 64 years,Male,Widowed,45.2
ILO Participation Rates  (%),1998Q3,60 - 64 years,Male,Separated or divorced,42.1
ILO Participation Rates  (%),1998Q3,60 - 64 years,Male,All marital status,52.4
ILO Participation Rates  (%),1998Q3,60 - 64 years,Female,Single - never married,26.7
ILO Participation Rates  (%),1998Q3,60 - 64 years,Female,Married,14.6
ILO Participation Rates  (%),1998Q3,60 - 64 years,Female,Widowed,17.6
ILO Participation Rates  (%),1998Q3,60 - 64 years,Female,Separated or divorced,21.5
ILO Participation Rates  (%),1998Q3,60 - 64 years,Female,All marital status,16.6
ILO Participation Rates  (%),1998Q3,65 years and over,Both sexes,Single - never married,13.1
ILO Participation Rates  (%),1998Q3,65 years and over,Both sexes,Married,9.5
ILO Participation Rates  (%),1998Q3,65 years and over,Both sexes,Widowed,3.3
ILO Participation Rates  (%),1998Q3,65 years and over,Both sexes,Separated or divorced,11.5
ILO Participation Rates  (%),1998Q3,65 years and over,Both sexes,All marital status,7.9
ILO Participation Rates  (%),1998Q3,65 years and over,Male,Single - never married,20.2
ILO Participation Rates  (%),1998Q3,65 years and over,Male,Married,14.0
ILO Participation Rates  (%),1998Q3,65 years and over,Male,Widowed,8.0
ILO Participation Rates  (%),1998Q3,65 years and over,Male,Separated or divorced,13.6
ILO Participation Rates  (%),1998Q3,65 years and over,Male,All marital status,14.3
ILO Participation Rates  (%),1998Q3,65 years and over,Female,Single - never married,5.4
ILO Participation Rates  (%),1998Q3,65 years and over,Female,Married,3.3
ILO Participation Rates  (%),1998Q3,65 years and over,Female,Widowed,2.2
ILO Participation Rates  (%),1998Q3,65 years and over,Female,Separated or divorced,8.9
ILO Participation Rates  (%),1998Q3,65 years and over,Female,All marital status,3.1
ILO Participation Rates  (%),1998Q4,15 - 19 years,Both sexes,Single - never married,40.3
ILO Participation Rates  (%),1998Q4,15 - 19 years,Both sexes,Married,
ILO Participation Rates  (%),1998Q4,15 - 19 years,Both sexes,Widowed,
ILO Participation Rates  (%),1998Q4,15 - 19 years,Both sexes,Separated or divorced,
ILO Participation Rates  (%),1998Q4,15 - 19 years,Both sexes,All marital status,40.3
ILO Participation Rates  (%),1998Q4,15 - 19 years,Male,Single - never married,47.3
ILO Participation Rates  (%),1998Q4,15 - 19 years,Male,Married,
ILO Participation Rates  (%),1998Q4,15 - 19 years,Male,Widowed,
ILO Participation Rates  (%),1998Q4,15 - 19 years,Male,Separated or divorced,
ILO Participation Rates  (%),1998Q4,15 - 19 years,Male,All marital status,47.3
ILO Participation Rates  (%),1998Q4,15 - 19 years,Female,Single - never married,33.0
ILO Participation Rates  (%),1998Q4,15 - 19 years,Female,Married,
ILO Participation Rates  (%),1998Q4,15 - 19 years,Female,Widowed,
ILO Participation Rates  (%),1998Q4,15 - 19 years,Female,Separated or divorced,
ILO Participation Rates  (%),1998Q4,15 - 19 years,Female,All marital status,33.0
ILO Participation Rates  (%),1998Q4,15 years and over,Both sexes,Single - never married,66.6
ILO Participation Rates  (%),1998Q4,15 years and over,Both sexes,Married,60.1
ILO Participation Rates  (%),1998Q4,15 years and over,Both sexes,Widowed,12.1
ILO Participation Rates  (%),1998Q4,15 years and over,Both sexes,Separated or divorced,61.2
ILO Participation Rates  (%),1998Q4,15 years and over,Both sexes,All marital status,59.5
ILO Participation Rates  (%),1998Q4,15 years and over,Male,Single - never married,71.5
ILO Participation Rates  (%),1998Q4,15 years and over,Male,Married,76.8
ILO Participation Rates  (%),1998Q4,15 years and over,Male,Widowed,23.6
ILO Participation Rates  (%),1998Q4,15 years and over,Male,Separated or divorced,71.3
ILO Participation Rates  (%),1998Q4,15 years and over,Male,All marital status,72.8
ILO Participation Rates  (%),1998Q4,15 years and over,Female,Single - never married,60.9
ILO Participation Rates  (%),1998Q4,15 years and over,Female,Married,43.5
ILO Participation Rates  (%),1998Q4,15 years and over,Female,Widowed,9.1
ILO Participation Rates  (%),1998Q4,15 years and over,Female,Separated or divorced,55.3
ILO Participation Rates  (%),1998Q4,15 years and over,Female,All marital status,46.6
ILO Participation Rates  (%),1998Q4,20 - 24 years,Both sexes,Single - never married,84.9
ILO Participation Rates  (%),1998Q4,20 - 24 years,Both sexes,Married,78.3
ILO Participation Rates  (%),1998Q4,20 - 24 years,Both sexes,Widowed,
ILO Participation Rates  (%),1998Q4,20 - 24 years,Both sexes,Separated or divorced,
ILO Participation Rates  (%),1998Q4,20 - 24 years,Both sexes,All marital status,84.7
ILO Participation Rates  (%),1998Q4,20 - 24 years,Male,Single - never married,88.5
ILO Participation Rates  (%),1998Q4,20 - 24 years,Male,Married,97.3
ILO Participation Rates  (%),1998Q4,20 - 24 years,Male,Widowed,
ILO Participation Rates  (%),1998Q4,20 - 24 years,Male,Separated or divorced,
ILO Participation Rates  (%),1998Q4,20 - 24 years,Male,All marital status,88.7
ILO Participation Rates  (%),1998Q4,20 - 24 years,Female,Single - never married,81.0
ILO Participation Rates  (%),1998Q4,20 - 24 years,Female,Married,69.5
ILO Participation Rates  (%),1998Q4,20 - 24 years,Female,Widowed,
ILO Participation Rates  (%),1998Q4,20 - 24 years,Female,Separated or divorced,
ILO Participation Rates  (%),1998Q4,20 - 24 years,Female,All marital status,80.5
ILO Participation Rates  (%),1998Q4,25 - 34 years,Both sexes,Single - never married,88.8
ILO Participation Rates  (%),1998Q4,25 - 34 years,Both sexes,Married,78.5
ILO Participation Rates  (%),1998Q4,25 - 34 years,Both sexes,Widowed,42.9
ILO Participation Rates  (%),1998Q4,25 - 34 years,Both sexes,Separated or divorced,65.8
ILO Participation Rates  (%),1998Q4,25 - 34 years,Both sexes,All marital status,83.5
ILO Participation Rates  (%),1998Q4,25 - 34 years,Male,Single - never married,91.5
ILO Participation Rates  (%),1998Q4,25 - 34 years,Male,Married,96.3
ILO Participation Rates  (%),1998Q4,25 - 34 years,Male,Widowed,
ILO Participation Rates  (%),1998Q4,25 - 34 years,Male,Separated or divorced,93.4
ILO Participation Rates  (%),1998Q4,25 - 34 years,Male,All marital status,93.4
ILO Participation Rates  (%),1998Q4,25 - 34 years,Female,Single - never married,85.3
ILO Participation Rates  (%),1998Q4,25 - 34 years,Female,Married,64.7
ILO Participation Rates  (%),1998Q4,25 - 34 years,Female,Widowed,
ILO Participation Rates  (%),1998Q4,25 - 34 years,Female,Separated or divorced,57.4
ILO Participation Rates  (%),1998Q4,25 - 34 years,Female,All marital status,73.8
ILO Participation Rates  (%),1998Q4,35 - 44 years,Both sexes,Single - never married,82.6
ILO Participation Rates  (%),1998Q4,35 - 44 years,Both sexes,Married,75.7
ILO Participation Rates  (%),1998Q4,35 - 44 years,Both sexes,Widowed,65.7
ILO Participation Rates  (%),1998Q4,35 - 44 years,Both sexes,Separated or divorced,71.7
ILO Participation Rates  (%),1998Q4,35 - 44 years,Both sexes,All marital status,76.5
ILO Participation Rates  (%),1998Q4,35 - 44 years,Male,Single - never married,84.6
ILO Participation Rates  (%),1998Q4,35 - 44 years,Male,Married,95.7
ILO Participation Rates  (%),1998Q4,35 - 44 years,Male,Widowed,86.4
ILO Participation Rates  (%),1998Q4,35 - 44 years,Male,Separated or divorced,84.0
ILO Participation Rates  (%),1998Q4,35 - 44 years,Male,All marital status,93.1
ILO Participation Rates  (%),1998Q4,35 - 44 years,Female,Single - never married,79.8
ILO Participation Rates  (%),1998Q4,35 - 44 years,Female,Married,56.3
ILO Participation Rates  (%),1998Q4,35 - 44 years,Female,Widowed,56.1
ILO Participation Rates  (%),1998Q4,35 - 44 years,Female,Separated or divorced,65.3
ILO Participation Rates  (%),1998Q4,35 - 44 years,Female,All marital status,60.0
ILO Participation Rates  (%),1998Q4,45 - 54 years,Both sexes,Single - never married,70.5
ILO Participation Rates  (%),1998Q4,45 - 54 years,Both sexes,Married,67.0
ILO Participation Rates  (%),1998Q4,45 - 54 years,Both sexes,Widowed,57.2
ILO Participation Rates  (%),1998Q4,45 - 54 years,Both sexes,Separated or divorced,66.2
ILO Participation Rates  (%),1998Q4,45 - 54 years,Both sexes,All marital status,67.0
ILO Participation Rates  (%),1998Q4,45 - 54 years,Male,Single - never married,72.0
ILO Participation Rates  (%),1998Q4,45 - 54 years,Male,Married,89.8
ILO Participation Rates  (%),1998Q4,45 - 54 years,Male,Widowed,75.7
ILO Participation Rates  (%),1998Q4,45 - 54 years,Male,Separated or divorced,78.4
ILO Participation Rates  (%),1998Q4,45 - 54 years,Male,All marital status,86.7
ILO Participation Rates  (%),1998Q4,45 - 54 years,Female,Single - never married,68.0
ILO Participation Rates  (%),1998Q4,45 - 54 years,Female,Married,43.6
ILO Participation Rates  (%),1998Q4,45 - 54 years,Female,Widowed,50.1
ILO Participation Rates  (%),1998Q4,45 - 54 years,Female,Separated or divorced,58.6
ILO Participation Rates  (%),1998Q4,45 - 54 years,Female,All marital status,47.0
ILO Participation Rates  (%),1998Q4,55 - 59 years,Both sexes,Single - never married,56.4
ILO Participation Rates  (%),1998Q4,55 - 59 years,Both sexes,Married,51.7
ILO Participation Rates  (%),1998Q4,55 - 59 years,Both sexes,Widowed,36.0
ILO Participation Rates  (%),1998Q4,55 - 59 years,Both sexes,Separated or divorced,45.4
ILO Participation Rates  (%),1998Q4,55 - 59 years,Both sexes,All marital status,51.0
ILO Participation Rates  (%),1998Q4,55 - 59 years,Male,Single - never married,61.3
ILO Participation Rates  (%),1998Q4,55 - 59 years,Male,Married,75.4
ILO Participation Rates  (%),1998Q4,55 - 59 years,Male,Widowed,61.7
ILO Participation Rates  (%),1998Q4,55 - 59 years,Male,Separated or divorced,55.6
ILO Participation Rates  (%),1998Q4,55 - 59 years,Male,All marital status,72.2
ILO Participation Rates  (%),1998Q4,55 - 59 years,Female,Single - never married,47.0
ILO Participation Rates  (%),1998Q4,55 - 59 years,Female,Married,27.1
ILO Participation Rates  (%),1998Q4,55 - 59 years,Female,Widowed,27.3
ILO Participation Rates  (%),1998Q4,55 - 59 years,Female,Separated or divorced,37.7
ILO Participation Rates  (%),1998Q4,55 - 59 years,Female,All marital status,29.2
ILO Participation Rates  (%),1998Q4,60 - 64 years,Both sexes,Single - never married,43.2
ILO Participation Rates  (%),1998Q4,60 - 64 years,Both sexes,Married,35.2
ILO Participation Rates  (%),1998Q4,60 - 64 years,Both sexes,Widowed,22.7
ILO Participation Rates  (%),1998Q4,60 - 64 years,Both sexes,Separated or divorced,34.3
ILO Participation Rates  (%),1998Q4,60 - 64 years,Both sexes,All marital status,34.9
ILO Participation Rates  (%),1998Q4,60 - 64 years,Male,Single - never married,51.3
ILO Participation Rates  (%),1998Q4,60 - 64 years,Male,Married,54.0
ILO Participation Rates  (%),1998Q4,60 - 64 years,Male,Widowed,39.6
ILO Participation Rates  (%),1998Q4,60 - 64 years,Male,Separated or divorced,46.4
ILO Participation Rates  (%),1998Q4,60 - 64 years,Male,All marital status,52.6
ILO Participation Rates  (%),1998Q4,60 - 64 years,Female,Single - never married,30.2
ILO Participation Rates  (%),1998Q4,60 - 64 years,Female,Married,14.8
ILO Participation Rates  (%),1998Q4,60 - 64 years,Female,Widowed,18.4
ILO Participation Rates  (%),1998Q4,60 - 64 years,Female,Separated or divorced,21.7
ILO Participation Rates  (%),1998Q4,60 - 64 years,Female,All marital status,17.3
ILO Participation Rates  (%),1998Q4,65 years and over,Both sexes,Single - never married,12.5
ILO Participation Rates  (%),1998Q4,65 years and over,Both sexes,Married,9.5
ILO Participation Rates  (%),1998Q4,65 years and over,Both sexes,Widowed,3.4
ILO Participation Rates  (%),1998Q4,65 years and over,Both sexes,Separated or divorced,13.4
ILO Participation Rates  (%),1998Q4,65 years and over,Both sexes,All marital status,7.9
ILO Participation Rates  (%),1998Q4,65 years and over,Male,Single - never married,19.9
ILO Participation Rates  (%),1998Q4,65 years and over,Male,Married,14.4
ILO Participation Rates  (%),1998Q4,65 years and over,Male,Widowed,7.8
ILO Participation Rates  (%),1998Q4,65 years and over,Male,Separated or divorced,17.6
ILO Participation Rates  (%),1998Q4,65 years and over,Male,All marital status,14.5
ILO Participation Rates  (%),1998Q4,65 years and over,Female,Single - never married,4.2
ILO Participation Rates  (%),1998Q4,65 years and over,Female,Married,3.0
ILO Participation Rates  (%),1998Q4,65 years and over,Female,Widowed,2.4
ILO Participation Rates  (%),1998Q4,65 years and over,Female,Separated or divorced,8.4
ILO Participation Rates  (%),1998Q4,65 years and over,Female,All marital status,2.9
ILO Participation Rates  (%),1999Q1,15 - 19 years,Both sexes,Single - never married,42.0
ILO Participation Rates  (%),1999Q1,15 - 19 years,Both sexes,Married,
ILO Participation Rates  (%),1999Q1,15 - 19 years,Both sexes,Widowed,
ILO Participation Rates  (%),1999Q1,15 - 19 years,Both sexes,Separated or divorced,
ILO Participation Rates  (%),1999Q1,15 - 19 years,Both sexes,All marital status,42.0
ILO Participation Rates  (%),1999Q1,15 - 19 years,Male,Single - never married,49.3
ILO Participation Rates  (%),1999Q1,15 - 19 years,Male,Married,
ILO Participation Rates  (%),1999Q1,15 - 19 years,Male,Widowed,
ILO Participation Rates  (%),1999Q1,15 - 19 years,Male,Separated or divorced,
ILO Participation Rates  (%),1999Q1,15 - 19 years,Male,All marital status,49.3
ILO Participation Rates  (%),1999Q1,15 - 19 years,Female,Single - never married,34.3
ILO Participation Rates  (%),1999Q1,15 - 19 years,Female,Married,
ILO Participation Rates  (%),1999Q1,15 - 19 years,Female,Widowed,
ILO Participation Rates  (%),1999Q1,15 - 19 years,Female,Separated or divorced,
ILO Participation Rates  (%),1999Q1,15 - 19 years,Female,All marital status,34.3
ILO Participation Rates  (%),1999Q1,15 years and over,Both sexes,Single - never married,67.1
ILO Participation Rates  (%),1999Q1,15 years and over,Both sexes,Married,61.4
ILO Participation Rates  (%),1999Q1,15 years and over,Both sexes,Widowed,12.3
ILO Participation Rates  (%),1999Q1,15 years and over,Both sexes,Separated or divorced,62.6
ILO Participation Rates  (%),1999Q1,15 years and over,Both sexes,All marital status,60.3
ILO Participation Rates  (%),1999Q1,15 years and over,Male,Single - never married,71.9
ILO Participation Rates  (%),1999Q1,15 years and over,Male,Married,77.1
ILO Participation Rates  (%),1999Q1,15 years and over,Male,Widowed,23.8
ILO Participation Rates  (%),1999Q1,15 years and over,Male,Separated or divorced,73.1
ILO Participation Rates  (%),1999Q1,15 years and over,Male,All marital status,73.1
ILO Participation Rates  (%),1999Q1,15 years and over,Female,Single - never married,61.5
ILO Participation Rates  (%),1999Q1,15 years and over,Female,Married,45.4
ILO Participation Rates  (%),1999Q1,15 years and over,Female,Widowed,9.2
ILO Participation Rates  (%),1999Q1,15 years and over,Female,Separated or divorced,56.5
