Statistic,Nationality,ILO Economic Status,Quarter,value
Persons aged 15 years and over,All nationalities,Not in labour force,2015Q1,1426.7
Persons aged 15 years and over,All nationalities,Not in labour force,2015Q2,1400.6
Persons aged 15 years and over,All nationalities,Not in labour force,2015Q3,1392.7
Persons aged 15 years and over,All nationalities,Not in labour force,2015Q4,1419.7
Persons aged 15 years and over,All nationalities,Not in labour force,2016Q1,1441.7
Persons aged 15 years and over,All nationalities,Not in labour force,2016Q2,1396.0
Persons aged 15 years and over,All nationalities,Not in labour force,2016Q3,1390.7
Persons aged 15 years and over,All nationalities,Not in labour force,2016Q4,1432.9
Persons aged 15 years and over,All nationalities,Not in labour force,2017Q1,1454.2
Persons aged 15 years and over,All nationalities,Not in labour force,2017Q2,1444.0
Persons aged 15 years and over,All nationalities,Not in labour force,2017Q3,1428.7
Persons aged 15 years and over,All nationalities,Not in labour force,2017Q4,1443.4
Persons aged 15 years and over,All nationalities,Not in labour force,2018Q1,1470.3
Persons aged 15 years and over,All nationalities,Not in labour force,2018Q2,1448.9
Persons aged 15 years and over,All nationalities,Not in labour force,2018Q3,1443.2
Persons aged 15 years and over,All nationalities,Not in labour force,2018Q4,1467.0
Persons aged 15 years and over,All nationalities,Not in labour force,2019Q1,1480.2
Persons aged 15 years and over,All nationalities,Not in labour force,2019Q2,1481.8
Persons aged 15 years and over,All nationalities,Not in labour force,2019Q3,1470.7
Persons aged 15 years and over,All nationalities,Not in labour force,2019Q4,1471.0
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,1998Q1,
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,1998Q2,
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,1998Q3,
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,1998Q4,
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,1999Q1,
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,1999Q2,
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,1999Q3,
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,1999Q4,
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,2000Q1,
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,2000Q2,
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,2000Q3,
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,2000Q4,
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,2001Q1,
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,2001Q2,
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,2001Q3,
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,2001Q4,
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,2002Q1,
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,2002Q2,
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,2002Q3,
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,2002Q4,
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,2003Q1,
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,2003Q2,
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,2003Q3,
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,2003Q4,
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,2004Q1,
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,2004Q2,
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,2004Q3,
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,2004Q4,
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,2005Q1,
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,2005Q2,
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,2005Q3,
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,2005Q4,
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,2006Q1,
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,2006Q2,
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,2006Q3,41.5
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,2006Q4,42.0
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,2007Q1,42.0
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,2007Q2,42.1
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,2007Q3,42.8
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,2007Q4,43.5
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,2008Q1,43.9
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,2008Q2,44.5
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,2008Q3,45.6
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,2008Q4,46.7
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,2009Q1,47.5
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,2009Q2,48.8
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,2009Q3,48.8
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,2009Q4,47.9
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,2010Q1,47.2
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,2010Q2,46.7
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,2010Q3,46.5
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,2010Q4,46.2
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,2011Q1,45.5
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,2011Q2,45.0
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,2011Q3,45.3
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,2011Q4,45.6
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,2012Q1,46.0
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,2012Q2,46.3
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,2012Q3,46.8
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,2012Q4,47.4
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,2013Q1,48.0
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,2013Q2,48.4
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,2013Q3,49.2
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,2013Q4,50.2
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,2014Q1,50.9
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,2014Q2,51.7
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,2014Q3,51.7
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,2014Q4,52.6
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,2015Q1,53.6
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,2015Q2,54.6
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,2015Q3,55.9
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,2015Q4,56.9
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,2016Q1,58.4
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,2016Q2,59.5
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,2016Q3,61.0
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,2016Q4,62.2
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,2017Q1,63.3
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,2017Q2,64.2
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,2017Q3,65.2
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,2017Q4,67.0
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,2018Q1,66.7
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,2018Q2,68.6
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,2018Q3,69.1
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,2018Q4,70.1
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,2019Q1,75.4
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,2019Q2,76.6
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,2019Q3,76.2
Persons aged 15 years and over,EU15 excluding Irish and UK,All ILO economic status,2019Q4,80.0
Persons aged 15 years and over,EU15 excluding Irish and UK,In labour force,1998Q1,
Persons aged 15 years and over,EU15 excluding Irish and UK,In labour force,1998Q2,
Persons aged 15 years and over,EU15 excluding Irish and UK,In labour force,1998Q3,
Persons aged 15 years and over,EU15 excluding Irish and UK,In labour force,1998Q4,
Persons aged 15 years and over,EU15 excluding Irish and UK,In labour force,1999Q1,
Persons aged 15 years and over,EU15 excluding Irish and UK,In labour force,1999Q2,
Persons aged 15 years and over,EU15 excluding Irish and UK,In labour force,1999Q3,
Persons aged 15 years and over,EU15 excluding Irish and UK,In labour force,1999Q4,
Persons aged 15 years and over,EU15 excluding Irish and UK,In labour force,2000Q1,
Persons aged 15 years and over,EU15 excluding Irish and UK,In labour force,2000Q2,
Persons aged 15 years and over,EU15 excluding Irish and UK,In labour force,2000Q3,
Persons aged 15 years and over,EU15 excluding Irish and UK,In labour force,2000Q4,
Persons aged 15 years and over,EU15 excluding Irish and UK,In labour force,2001Q1,
Persons aged 15 years and over,EU15 excluding Irish and UK,In labour force,2001Q2,
Persons aged 15 years and over,EU15 excluding Irish and UK,In labour force,2001Q3,
Persons aged 15 years and over,EU15 excluding Irish and UK,In labour force,2001Q4,
Persons aged 15 years and over,EU15 excluding Irish and UK,In labour force,2002Q1,
Persons aged 15 years and over,EU15 excluding Irish and UK,In labour force,2002Q2,
Persons aged 15 years and over,EU15 excluding Irish and UK,In labour force,2002Q3,
Persons aged 15 years and over,EU15 excluding Irish and UK,In labour force,2002Q4,
Persons aged 15 years and over,EU15 excluding Irish and UK,In labour force,2003Q1,
Persons aged 15 years and over,EU15 excluding Irish and UK,In labour force,2003Q2,
Persons aged 15 years and over,EU15 excluding Irish and UK,In labour force,2003Q3,
Persons aged 15 years and over,EU15 excluding Irish and UK,In labour force,2003Q4,
Persons aged 15 years and over,EU15 excluding Irish and UK,In labour force,2004Q1,
Persons aged 15 years and over,EU15 excluding Irish and UK,In labour force,2004Q2,
Persons aged 15 years and over,EU15 excluding Irish and UK,In labour force,2004Q3,
Persons aged 15 years and over,EU15 excluding Irish and UK,In labour force,2004Q4,
Persons aged 15 years and over,EU15 excluding Irish and UK,In labour force,2005Q1,
Persons aged 15 years and over,EU15 excluding Irish and UK,In labour force,2005Q2,
Persons aged 15 years and over,EU15 excluding Irish and UK,In labour force,2005Q3,
Persons aged 15 years and over,EU15 excluding Irish and UK,In labour force,2005Q4,
