STATISTIC,Quarter,Sex,Usual Hours Worked,value
Persons aged 15-89 years in Employment,2013Q3,Male,20-29 hours,73.1
Persons aged 15-89 years in Employment,2013Q3,Male,30-34 hours,27.2
Persons aged 15-89 years in Employment,2013Q3,Male,35-39 hours,299.2
Persons aged 15-89 years in Employment,2013Q3,Male,40-44 hours,283.9
Persons aged 15-89 years in Employment,2013Q3,Male,45 hours and over,158.9
Persons aged 15-89 years in Employment,2013Q3,Male,Variable hours (see note),173.6
Persons aged 15-89 years in Employment,2013Q3,Female,1-9 hours,27.5
Persons aged 15-89 years in Employment,2013Q3,Female,10-19 hours,78.6
Persons aged 15-89 years in Employment,2013Q3,Female,20-29 hours,175.0
Persons aged 15-89 years in Employment,2013Q3,Female,30-34 hours,68.7
Persons aged 15-89 years in Employment,2013Q3,Female,35-39 hours,286.7
Persons aged 15-89 years in Employment,2013Q3,Female,40-44 hours,141.1
Persons aged 15-89 years in Employment,2013Q3,Female,45 hours and over,38.8
Persons aged 15-89 years in Employment,2013Q3,Female,Variable hours (see note),86.3
Persons aged 15-89 years in Employment,2013Q4,Both sexes,1-9 hours,40.1
Persons aged 15-89 years in Employment,2013Q4,Both sexes,10-19 hours,126.9
Persons aged 15-89 years in Employment,2013Q4,Both sexes,20-29 hours,245.3
Persons aged 15-89 years in Employment,2013Q4,Both sexes,30-34 hours,92.1
Persons aged 15-89 years in Employment,2013Q4,Both sexes,35-39 hours,569.5
Persons aged 15-89 years in Employment,2013Q4,Both sexes,40-44 hours,444.2
Persons aged 15-89 years in Employment,2013Q4,Both sexes,45 hours and over,197.7
Persons aged 15-89 years in Employment,2013Q4,Both sexes,Variable hours (see note),253.8
Persons aged 15-89 years in Employment,2013Q4,Male,1-9 hours,12.5
Persons aged 15-89 years in Employment,2013Q4,Male,10-19 hours,36.0
Persons aged 15-89 years in Employment,2013Q4,Male,20-29 hours,71.7
Persons aged 15-89 years in Employment,2013Q4,Male,30-34 hours,25.6
Persons aged 15-89 years in Employment,2013Q4,Male,35-39 hours,293.1
Persons aged 15-89 years in Employment,2013Q4,Male,40-44 hours,298.1
Persons aged 15-89 years in Employment,2013Q4,Male,45 hours and over,159.3
Persons aged 15-89 years in Employment,2013Q4,Male,Variable hours (see note),172.4
Persons aged 15-89 years in Employment,2013Q4,Female,1-9 hours,27.5
Persons aged 15-89 years in Employment,2013Q4,Female,10-19 hours,90.9
Persons aged 15-89 years in Employment,2013Q4,Female,20-29 hours,173.6
Persons aged 15-89 years in Employment,2013Q4,Female,30-34 hours,66.5
Persons aged 15-89 years in Employment,2013Q4,Female,35-39 hours,276.4
Persons aged 15-89 years in Employment,2013Q4,Female,40-44 hours,146.1
Persons aged 15-89 years in Employment,2013Q4,Female,45 hours and over,38.3
Persons aged 15-89 years in Employment,2013Q4,Female,Variable hours (see note),81.4
Persons aged 15-89 years in Employment,2014Q1,Both sexes,1-9 hours,38.5
Persons aged 15-89 years in Employment,2014Q1,Both sexes,10-19 hours,123.5
Persons aged 15-89 years in Employment,2014Q1,Both sexes,20-29 hours,241.7
Persons aged 15-89 years in Employment,2014Q1,Both sexes,30-34 hours,87.3
Persons aged 15-89 years in Employment,2014Q1,Both sexes,35-39 hours,552.6
Persons aged 15-89 years in Employment,2014Q1,Both sexes,40-44 hours,459.7
Persons aged 15-89 years in Employment,2014Q1,Both sexes,45 hours and over,197.7
Persons aged 15-89 years in Employment,2014Q1,Both sexes,Variable hours (see note),249.8
Persons aged 15-89 years in Employment,2014Q1,Male,1-9 hours,14.1
Persons aged 15-89 years in Employment,2014Q1,Male,10-19 hours,35.8
Persons aged 15-89 years in Employment,2014Q1,Male,20-29 hours,70.4
Persons aged 15-89 years in Employment,2014Q1,Male,30-34 hours,22.5
Persons aged 15-89 years in Employment,2014Q1,Male,35-39 hours,277.4
Persons aged 15-89 years in Employment,2014Q1,Male,40-44 hours,311.9
Persons aged 15-89 years in Employment,2014Q1,Male,45 hours and over,157.5
Persons aged 15-89 years in Employment,2014Q1,Male,Variable hours (see note),166.6
Persons aged 15-89 years in Employment,2014Q1,Female,1-9 hours,24.4
Persons aged 15-89 years in Employment,2014Q1,Female,10-19 hours,87.7
Persons aged 15-89 years in Employment,2014Q1,Female,20-29 hours,171.3
Persons aged 15-89 years in Employment,2014Q1,Female,30-34 hours,64.8
Persons aged 15-89 years in Employment,2014Q1,Female,35-39 hours,275.2
Persons aged 15-89 years in Employment,2014Q1,Female,40-44 hours,147.8
Persons aged 15-89 years in Employment,2014Q1,Female,45 hours and over,40.2
Persons aged 15-89 years in Employment,2014Q1,Female,Variable hours (see note),83.2
Persons aged 15-89 years in Employment,2014Q2,Both sexes,1-9 hours,35.9
Persons aged 15-89 years in Employment,2014Q2,Both sexes,10-19 hours,119.8
Persons aged 15-89 years in Employment,2014Q2,Both sexes,20-29 hours,243.0
Persons aged 15-89 years in Employment,2014Q2,Both sexes,30-34 hours,96.5
Persons aged 15-89 years in Employment,2014Q2,Both sexes,35-39 hours,563.5
Persons aged 15-89 years in Employment,2014Q2,Both sexes,40-44 hours,482.0
Persons aged 15-89 years in Employment,2014Q2,Both sexes,45 hours and over,200.7
Persons aged 15-89 years in Employment,2014Q2,Both sexes,Variable hours (see note),227.6
Persons aged 15-89 years in Employment,2014Q2,Male,1-9 hours,10.5
Persons aged 15-89 years in Employment,2014Q2,Male,10-19 hours,34.1
Persons aged 15-89 years in Employment,2014Q2,Male,20-29 hours,71.0
Persons aged 15-89 years in Employment,2014Q2,Male,30-34 hours,26.5
Persons aged 15-89 years in Employment,2014Q2,Male,35-39 hours,287.5
Persons aged 15-89 years in Employment,2014Q2,Male,40-44 hours,316.2
Persons aged 15-89 years in Employment,2014Q2,Male,45 hours and over,162.7
Persons aged 15-89 years in Employment,2014Q2,Male,Variable hours (see note),157.6
Persons aged 15-89 years in Employment,2014Q2,Female,1-9 hours,25.4
Persons aged 15-89 years in Employment,2014Q2,Female,10-19 hours,85.7
Persons aged 15-89 years in Employment,2014Q2,Female,20-29 hours,172.0
Persons aged 15-89 years in Employment,2014Q2,Female,30-34 hours,70.0
Persons aged 15-89 years in Employment,2014Q2,Female,35-39 hours,275.9
Persons aged 15-89 years in Employment,2014Q2,Female,40-44 hours,165.7
Persons aged 15-89 years in Employment,2014Q2,Female,45 hours and over,38.0
Persons aged 15-89 years in Employment,2014Q2,Female,Variable hours (see note),70.0
Persons aged 15-89 years in Employment,2014Q3,Both sexes,1-9 hours,39.3
Persons aged 15-89 years in Employment,2014Q3,Both sexes,10-19 hours,129.1
Persons aged 15-89 years in Employment,2014Q3,Both sexes,20-29 hours,245.0
Persons aged 15-89 years in Employment,2014Q3,Both sexes,30-34 hours,102.1
Persons aged 15-89 years in Employment,2014Q3,Both sexes,35-39 hours,582.0
Persons aged 15-89 years in Employment,2014Q3,Both sexes,40-44 hours,480.8
Persons aged 15-89 years in Employment,2014Q3,Both sexes,45 hours and over,217.5
Persons aged 15-89 years in Employment,2014Q3,Both sexes,Variable hours (see note),213.5
Persons aged 15-89 years in Employment,2014Q3,Male,1-9 hours,10.4
Persons aged 15-89 years in Employment,2014Q3,Male,10-19 hours,38.7
Persons aged 15-89 years in Employment,2014Q3,Male,20-29 hours,70.5
Persons aged 15-89 years in Employment,2014Q3,Male,30-34 hours,28.8
Persons aged 15-89 years in Employment,2014Q3,Male,35-39 hours,299.0
Persons aged 15-89 years in Employment,2014Q3,Male,40-44 hours,317.2
Persons aged 15-89 years in Employment,2014Q3,Male,45 hours and over,175.6
Persons aged 15-89 years in Employment,2014Q3,Male,Variable hours (see note),150.2
Persons aged 15-89 years in Employment,2014Q3,Female,1-9 hours,28.8
Persons aged 15-89 years in Employment,2014Q3,Female,10-19 hours,90.4
Persons aged 15-89 years in Employment,2014Q3,Female,20-29 hours,174.5
Persons aged 15-89 years in Employment,2014Q3,Female,30-34 hours,73.3
Persons aged 15-89 years in Employment,2014Q3,Female,35-39 hours,283.1
Persons aged 15-89 years in Employment,2014Q3,Female,40-44 hours,163.5
Persons aged 15-89 years in Employment,2014Q3,Female,45 hours and over,42.0
Persons aged 15-89 years in Employment,2014Q3,Female,Variable hours (see note),63.3
Persons aged 15-89 years in Employment,2014Q4,Both sexes,1-9 hours,41.4
Persons aged 15-89 years in Employment,2014Q4,Both sexes,10-19 hours,134.5
Persons aged 15-89 years in Employment,2014Q4,Both sexes,20-29 hours,247.3
Persons aged 15-89 years in Employment,2014Q4,Both sexes,30-34 hours,103.1
Persons aged 15-89 years in Employment,2014Q4,Both sexes,35-39 hours,602.6
Persons aged 15-89 years in Employment,2014Q4,Both sexes,40-44 hours,475.0
Persons aged 15-89 years in Employment,2014Q4,Both sexes,45 hours and over,219.6
Persons aged 15-89 years in Employment,2014Q4,Both sexes,Variable hours (see note),201.6
Persons aged 15-89 years in Employment,2014Q4,Male,1-9 hours,12.1
Persons aged 15-89 years in Employment,2014Q4,Male,10-19 hours,39.6
Persons aged 15-89 years in Employment,2014Q4,Male,20-29 hours,68.9
Persons aged 15-89 years in Employment,2014Q4,Male,30-34 hours,26.9
Persons aged 15-89 years in Employment,2014Q4,Male,35-39 hours,311.3
Persons aged 15-89 years in Employment,2014Q4,Male,40-44 hours,315.3
Persons aged 15-89 years in Employment,2014Q4,Male,45 hours and over,181.0
Persons aged 15-89 years in Employment,2014Q4,Male,Variable hours (see note),143.4
Persons aged 15-89 years in Employment,2014Q4,Female,1-9 hours,29.3
Persons aged 15-89 years in Employment,2014Q4,Female,10-19 hours,94.9
Persons aged 15-89 years in Employment,2014Q4,Female,20-29 hours,178.4
Persons aged 15-89 years in Employment,2014Q4,Female,30-34 hours,76.2
Persons aged 15-89 years in Employment,2014Q4,Female,35-39 hours,291.3
Persons aged 15-89 years in Employment,2014Q4,Female,40-44 hours,159.7
Persons aged 15-89 years in Employment,2014Q4,Female,45 hours and over,38.6
Persons aged 15-89 years in Employment,2014Q4,Female,Variable hours (see note),58.2
Persons aged 15-89 years in Employment,2015Q1,Both sexes,1-9 hours,40.6
Persons aged 15-89 years in Employment,2015Q1,Both sexes,10-19 hours,133.7
Persons aged 15-89 years in Employment,2015Q1,Both sexes,20-29 hours,248.4
Persons aged 15-89 years in Employment,2015Q1,Both sexes,30-34 hours,101.3
Persons aged 15-89 years in Employment,2015Q1,Both sexes,35-39 hours,604.6
Persons aged 15-89 years in Employment,2015Q1,Both sexes,40-44 hours,468.5
Persons aged 15-89 years in Employment,2015Q1,Both sexes,45 hours and over,217.5
Persons aged 15-89 years in Employment,2015Q1,Both sexes,Variable hours (see note),197.7
Persons aged 15-89 years in Employment,2015Q1,Male,1-9 hours,13.3
Persons aged 15-89 years in Employment,2015Q1,Male,10-19 hours,38.8
Persons aged 15-89 years in Employment,2015Q1,Male,20-29 hours,70.4
Persons aged 15-89 years in Employment,2015Q1,Male,30-34 hours,25.9
Persons aged 15-89 years in Employment,2015Q1,Male,35-39 hours,311.0
Persons aged 15-89 years in Employment,2015Q1,Male,40-44 hours,313.6
Persons aged 15-89 years in Employment,2015Q1,Male,45 hours and over,180.8
Persons aged 15-89 years in Employment,2015Q1,Male,Variable hours (see note),140.3
Persons aged 15-89 years in Employment,2015Q1,Female,1-9 hours,27.3
Persons aged 15-89 years in Employment,2015Q1,Female,10-19 hours,95.0
Persons aged 15-89 years in Employment,2015Q1,Female,20-29 hours,178.0
Persons aged 15-89 years in Employment,2015Q1,Female,30-34 hours,75.4
Persons aged 15-89 years in Employment,2015Q1,Female,35-39 hours,293.6
Persons aged 15-89 years in Employment,2015Q1,Female,40-44 hours,154.9
Persons aged 15-89 years in Employment,2015Q1,Female,45 hours and over,36.7
Persons aged 15-89 years in Employment,2015Q1,Female,Variable hours (see note),57.4
Persons aged 15-89 years in Employment,2015Q2,Both sexes,1-9 hours,40.0
Persons aged 15-89 years in Employment,2015Q2,Both sexes,10-19 hours,134.2
Persons aged 15-89 years in Employment,2015Q2,Both sexes,20-29 hours,252.5
Persons aged 15-89 years in Employment,2015Q2,Both sexes,30-34 hours,110.5
Persons aged 15-89 years in Employment,2015Q2,Both sexes,35-39 hours,596.3
Persons aged 15-89 years in Employment,2015Q2,Both sexes,40-44 hours,469.1
Persons aged 15-89 years in Employment,2015Q2,Both sexes,45 hours and over,245.0
Persons aged 15-89 years in Employment,2015Q2,Both sexes,Variable hours (see note),200.2
Persons aged 15-89 years in Employment,2015Q2,Male,1-9 hours,12.3
Persons aged 15-89 years in Employment,2015Q2,Male,10-19 hours,41.5
Persons aged 15-89 years in Employment,2015Q2,Male,20-29 hours,70.7
Persons aged 15-89 years in Employment,2015Q2,Male,30-34 hours,28.1
Persons aged 15-89 years in Employment,2015Q2,Male,35-39 hours,302.8
Persons aged 15-89 years in Employment,2015Q2,Male,40-44 hours,316.3
Persons aged 15-89 years in Employment,2015Q2,Male,45 hours and over,201.8
Persons aged 15-89 years in Employment,2015Q2,Male,Variable hours (see note),140.2
Persons aged 15-89 years in Employment,2015Q2,Female,1-9 hours,27.7
Persons aged 15-89 years in Employment,2015Q2,Female,10-19 hours,92.6
Persons aged 15-89 years in Employment,2015Q2,Female,20-29 hours,181.8
Persons aged 15-89 years in Employment,2015Q2,Female,30-34 hours,82.4
Persons aged 15-89 years in Employment,2015Q2,Female,35-39 hours,293.5
Persons aged 15-89 years in Employment,2015Q2,Female,40-44 hours,152.9
Persons aged 15-89 years in Employment,2015Q2,Female,45 hours and over,43.1
Persons aged 15-89 years in Employment,2015Q2,Female,Variable hours (see note),60.0
Persons aged 15-89 years in Employment,2015Q3,Both sexes,1-9 hours,40.1
Persons aged 15-89 years in Employment,2015Q3,Both sexes,10-19 hours,132.7
Persons aged 15-89 years in Employment,2015Q3,Both sexes,20-29 hours,257.0
Persons aged 15-89 years in Employment,2015Q3,Both sexes,30-34 hours,114.2
Persons aged 15-89 years in Employment,2015Q3,Both sexes,35-39 hours,604.7
Persons aged 15-89 years in Employment,2015Q3,Both sexes,40-44 hours,484.9
Persons aged 15-89 years in Employment,2015Q3,Both sexes,45 hours and over,252.3
Persons aged 15-89 years in Employment,2015Q3,Both sexes,Variable hours (see note),192.4
Persons aged 15-89 years in Employment,2015Q3,Male,1-9 hours,13.0
Persons aged 15-89 years in Employment,2015Q3,Male,10-19 hours,41.9
Persons aged 15-89 years in Employment,2015Q3,Male,20-29 hours,72.1
Persons aged 15-89 years in Employment,2015Q3,Male,30-34 hours,28.4
Persons aged 15-89 years in Employment,2015Q3,Male,35-39 hours,311.8
Persons aged 15-89 years in Employment,2015Q3,Male,40-44 hours,327.7
Persons aged 15-89 years in Employment,2015Q3,Male,45 hours and over,207.1
Persons aged 15-89 years in Employment,2015Q3,Male,Variable hours (see note),129.5
Persons aged 15-89 years in Employment,2015Q3,Female,1-9 hours,27.2
Persons aged 15-89 years in Employment,2015Q3,Female,10-19 hours,90.8
Persons aged 15-89 years in Employment,2015Q3,Female,20-29 hours,184.9
Persons aged 15-89 years in Employment,2015Q3,Female,30-34 hours,85.9
Persons aged 15-89 years in Employment,2015Q3,Female,35-39 hours,292.9
Persons aged 15-89 years in Employment,2015Q3,Female,40-44 hours,157.3
Persons aged 15-89 years in Employment,2015Q3,Female,45 hours and over,45.2
Persons aged 15-89 years in Employment,2015Q3,Female,Variable hours (see note),62.9
Persons aged 15-89 years in Employment,2015Q4,Both sexes,1-9 hours,44.5
Persons aged 15-89 years in Employment,2015Q4,Both sexes,10-19 hours,135.0
Persons aged 15-89 years in Employment,2015Q4,Both sexes,20-29 hours,255.4
Persons aged 15-89 years in Employment,2015Q4,Both sexes,30-34 hours,110.7
Persons aged 15-89 years in Employment,2015Q4,Both sexes,35-39 hours,604.9
Persons aged 15-89 years in Employment,2015Q4,Both sexes,40-44 hours,493.7
Persons aged 15-89 years in Employment,2015Q4,Both sexes,45 hours and over,248.8
Persons aged 15-89 years in Employment,2015Q4,Both sexes,Variable hours (see note),190.9
Persons aged 15-89 years in Employment,2015Q4,Male,1-9 hours,15.0
Persons aged 15-89 years in Employment,2015Q4,Male,10-19 hours,38.9
Persons aged 15-89 years in Employment,2015Q4,Male,20-29 hours,71.2
Persons aged 15-89 years in Employment,2015Q4,Male,30-34 hours,27.9
Persons aged 15-89 years in Employment,2015Q4,Male,35-39 hours,310.6
Persons aged 15-89 years in Employment,2015Q4,Male,40-44 hours,331.4
Persons aged 15-89 years in Employment,2015Q4,Male,45 hours and over,201.4
Persons aged 15-89 years in Employment,2015Q4,Male,Variable hours (see note),128.7
Persons aged 15-89 years in Employment,2015Q4,Female,1-9 hours,29.5
Persons aged 15-89 years in Employment,2015Q4,Female,10-19 hours,96.1
Persons aged 15-89 years in Employment,2015Q4,Female,20-29 hours,184.2
Persons aged 15-89 years in Employment,2015Q4,Female,30-34 hours,82.8
Persons aged 15-89 years in Employment,2015Q4,Female,35-39 hours,294.3
Persons aged 15-89 years in Employment,2015Q4,Female,40-44 hours,162.3
Persons aged 15-89 years in Employment,2015Q4,Female,45 hours and over,47.5
Persons aged 15-89 years in Employment,2015Q4,Female,Variable hours (see note),62.2
Persons aged 15-89 years in Employment,2016Q1,Both sexes,1-9 hours,42.6
Persons aged 15-89 years in Employment,2016Q1,Both sexes,10-19 hours,141.2
Persons aged 15-89 years in Employment,2016Q1,Both sexes,20-29 hours,255.0
Persons aged 15-89 years in Employment,2016Q1,Both sexes,30-34 hours,110.5
Persons aged 15-89 years in Employment,2016Q1,Both sexes,35-39 hours,587.1
Persons aged 15-89 years in Employment,2016Q1,Both sexes,40-44 hours,504.6
Persons aged 15-89 years in Employment,2016Q1,Both sexes,45 hours and over,250.9
Persons aged 15-89 years in Employment,2016Q1,Both sexes,Variable hours (see note),187.2
Persons aged 15-89 years in Employment,2016Q1,Male,1-9 hours,15.1
Persons aged 15-89 years in Employment,2016Q1,Male,10-19 hours,44.4
Persons aged 15-89 years in Employment,2016Q1,Male,20-29 hours,66.8
Persons aged 15-89 years in Employment,2016Q1,Male,30-34 hours,28.3
Persons aged 15-89 years in Employment,2016Q1,Male,35-39 hours,299.8
Persons aged 15-89 years in Employment,2016Q1,Male,40-44 hours,335.5
Persons aged 15-89 years in Employment,2016Q1,Male,45 hours and over,203.8
Persons aged 15-89 years in Employment,2016Q1,Male,Variable hours (see note),128.7
Persons aged 15-89 years in Employment,2016Q1,Female,1-9 hours,27.5
Persons aged 15-89 years in Employment,2016Q1,Female,10-19 hours,96.8
Persons aged 15-89 years in Employment,2016Q1,Female,20-29 hours,188.2
Persons aged 15-89 years in Employment,2016Q1,Female,30-34 hours,82.2
Persons aged 15-89 years in Employment,2016Q1,Female,35-39 hours,287.2
Persons aged 15-89 years in Employment,2016Q1,Female,40-44 hours,169.1
Persons aged 15-89 years in Employment,2016Q1,Female,45 hours and over,47.2
Persons aged 15-89 years in Employment,2016Q1,Female,Variable hours (see note),58.6
Persons aged 15-89 years in Employment,2016Q2,Both sexes,1-9 hours,43.9
Persons aged 15-89 years in Employment,2016Q2,Both sexes,10-19 hours,138.7
Persons aged 15-89 years in Employment,2016Q2,Both sexes,20-29 hours,256.6
Persons aged 15-89 years in Employment,2016Q2,Both sexes,30-34 hours,110.1
Persons aged 15-89 years in Employment,2016Q2,Both sexes,35-39 hours,607.5
Persons aged 15-89 years in Employment,2016Q2,Both sexes,40-44 hours,515.0
Persons aged 15-89 years in Employment,2016Q2,Both sexes,45 hours and over,249.2
Persons aged 15-89 years in Employment,2016Q2,Both sexes,Variable hours (see note),203.3
Persons aged 15-89 years in Employment,2016Q2,Male,1-9 hours,14.8
Persons aged 15-89 years in Employment,2016Q2,Male,10-19 hours,43.5
Persons aged 15-89 years in Employment,2016Q2,Male,20-29 hours,70.8
Persons aged 15-89 years in Employment,2016Q2,Male,30-34 hours,28.9
Persons aged 15-89 years in Employment,2016Q2,Male,35-39 hours,305.6
Persons aged 15-89 years in Employment,2016Q2,Male,40-44 hours,346.7
Persons aged 15-89 years in Employment,2016Q2,Male,45 hours and over,200.6
Persons aged 15-89 years in Employment,2016Q2,Male,Variable hours (see note),136.6
Persons aged 15-89 years in Employment,2016Q2,Female,1-9 hours,29.1
Persons aged 15-89 years in Employment,2016Q2,Female,10-19 hours,95.2
Persons aged 15-89 years in Employment,2016Q2,Female,20-29 hours,185.8
Persons aged 15-89 years in Employment,2016Q2,Female,30-34 hours,81.2
Persons aged 15-89 years in Employment,2016Q2,Female,35-39 hours,301.8
Persons aged 15-89 years in Employment,2016Q2,Female,40-44 hours,168.3
Persons aged 15-89 years in Employment,2016Q2,Female,45 hours and over,48.7
Persons aged 15-89 years in Employment,2016Q2,Female,Variable hours (see note),66.7
Persons aged 15-89 years in Employment,2016Q3,Both sexes,1-9 hours,38.0
Persons aged 15-89 years in Employment,2016Q3,Both sexes,10-19 hours,140.5
Persons aged 15-89 years in Employment,2016Q3,Both sexes,20-29 hours,261.3
Persons aged 15-89 years in Employment,2016Q3,Both sexes,30-34 hours,115.2
Persons aged 15-89 years in Employment,2016Q3,Both sexes,35-39 hours,612.8
Persons aged 15-89 years in Employment,2016Q3,Both sexes,40-44 hours,537.5
Persons aged 15-89 years in Employment,2016Q3,Both sexes,45 hours and over,256.2
Persons aged 15-89 years in Employment,2016Q3,Both sexes,Variable hours (see note),196.9
Persons aged 15-89 years in Employment,2016Q3,Male,1-9 hours,11.3
Persons aged 15-89 years in Employment,2016Q3,Male,10-19 hours,44.6
Persons aged 15-89 years in Employment,2016Q3,Male,20-29 hours,74.9
Persons aged 15-89 years in Employment,2016Q3,Male,30-34 hours,29.6
Persons aged 15-89 years in Employment,2016Q3,Male,35-39 hours,314.3
Persons aged 15-89 years in Employment,2016Q3,Male,40-44 hours,357.5
Persons aged 15-89 years in Employment,2016Q3,Male,45 hours and over,206.2
Persons aged 15-89 years in Employment,2016Q3,Male,Variable hours (see note),132.3
Persons aged 15-89 years in Employment,2016Q3,Female,1-9 hours,26.8
Persons aged 15-89 years in Employment,2016Q3,Female,10-19 hours,95.9
Persons aged 15-89 years in Employment,2016Q3,Female,20-29 hours,186.4
Persons aged 15-89 years in Employment,2016Q3,Female,30-34 hours,85.6
Persons aged 15-89 years in Employment,2016Q3,Female,35-39 hours,298.4
Persons aged 15-89 years in Employment,2016Q3,Female,40-44 hours,180.0
Persons aged 15-89 years in Employment,2016Q3,Female,45 hours and over,50.0
Persons aged 15-89 years in Employment,2016Q3,Female,Variable hours (see note),64.6
Persons aged 15-89 years in Employment,2016Q4,Both sexes,1-9 hours,40.1
Persons aged 15-89 years in Employment,2016Q4,Both sexes,10-19 hours,146.4
Persons aged 15-89 years in Employment,2016Q4,Both sexes,20-29 hours,252.8
Persons aged 15-89 years in Employment,2016Q4,Both sexes,30-34 hours,112.5
Persons aged 15-89 years in Employment,2016Q4,Both sexes,35-39 hours,614.6
Persons aged 15-89 years in Employment,2016Q4,Both sexes,40-44 hours,553.6
Persons aged 15-89 years in Employment,2016Q4,Both sexes,45 hours and over,262.3
Persons aged 15-89 years in Employment,2016Q4,Both sexes,Variable hours (see note),179.7
Persons aged 15-89 years in Employment,2016Q4,Male,1-9 hours,11.3
Persons aged 15-89 years in Employment,2016Q4,Male,10-19 hours,46.5
Persons aged 15-89 years in Employment,2016Q4,Male,20-29 hours,70.1
Persons aged 15-89 years in Employment,2016Q4,Male,30-34 hours,29.1
Persons aged 15-89 years in Employment,2016Q4,Male,35-39 hours,310.0
Persons aged 15-89 years in Employment,2016Q4,Male,40-44 hours,369.1
Persons aged 15-89 years in Employment,2016Q4,Male,45 hours and over,215.2
Persons aged 15-89 years in Employment,2016Q4,Male,Variable hours (see note),120.6
Persons aged 15-89 years in Employment,2016Q4,Female,1-9 hours,28.8
Persons aged 15-89 years in Employment,2016Q4,Female,10-19 hours,99.9
Persons aged 15-89 years in Employment,2016Q4,Female,20-29 hours,182.8
Persons aged 15-89 years in Employment,2016Q4,Female,30-34 hours,83.4
Persons aged 15-89 years in Employment,2016Q4,Female,35-39 hours,304.6
Persons aged 15-89 years in Employment,2016Q4,Female,40-44 hours,184.5
Persons aged 15-89 years in Employment,2016Q4,Female,45 hours and over,47.1
Persons aged 15-89 years in Employment,2016Q4,Female,Variable hours (see note),59.1
Persons aged 15-89 years in Employment,2017Q1,Both sexes,1-9 hours,42.0
Persons aged 15-89 years in Employment,2017Q1,Both sexes,10-19 hours,143.0
Persons aged 15-89 years in Employment,2017Q1,Both sexes,20-29 hours,254.6
Persons aged 15-89 years in Employment,2017Q1,Both sexes,30-34 hours,109.4
Persons aged 15-89 years in Employment,2017Q1,Both sexes,35-39 hours,621.9
Persons aged 15-89 years in Employment,2017Q1,Both sexes,40-44 hours,557.4
Persons aged 15-89 years in Employment,2017Q1,Both sexes,45 hours and over,249.3
Persons aged 15-89 years in Employment,2017Q1,Both sexes,Variable hours (see note),179.6
Persons aged 15-89 years in Employment,2017Q1,Male,1-9 hours,11.0
Persons aged 15-89 years in Employment,2017Q1,Male,10-19 hours,45.7
Persons aged 15-89 years in Employment,2017Q1,Male,20-29 hours,68.8
Persons aged 15-89 years in Employment,2017Q1,Male,30-34 hours,28.9
Persons aged 15-89 years in Employment,2017Q1,Male,35-39 hours,314.5
Persons aged 15-89 years in Employment,2017Q1,Male,40-44 hours,374.5
Persons aged 15-89 years in Employment,2017Q1,Male,45 hours and over,201.1
Persons aged 15-89 years in Employment,2017Q1,Male,Variable hours (see note),121.1
Persons aged 15-89 years in Employment,2017Q1,Female,1-9 hours,31.0
Persons aged 15-89 years in Employment,2017Q1,Female,10-19 hours,97.3
Persons aged 15-89 years in Employment,2017Q1,Female,20-29 hours,185.8
Persons aged 15-89 years in Employment,2017Q1,Female,30-34 hours,80.5
Persons aged 15-89 years in Employment,2017Q1,Female,35-39 hours,307.4
Persons aged 15-89 years in Employment,2017Q1,Female,40-44 hours,182.9
Persons aged 15-89 years in Employment,2017Q1,Female,45 hours and over,48.2
Persons aged 15-89 years in Employment,2017Q1,Female,Variable hours (see note),58.5
Persons aged 15-89 years in Employment,2017Q2,Both sexes,1-9 hours,38.0
Persons aged 15-89 years in Employment,2017Q2,Both sexes,10-19 hours,136.5
Persons aged 15-89 years in Employment,2017Q2,Both sexes,20-29 hours,249.6
Persons aged 15-89 years in Employment,2017Q2,Both sexes,30-34 hours,111.3
Persons aged 15-89 years in Employment,2017Q2,Both sexes,35-39 hours,655.4
Persons aged 15-89 years in Employment,2017Q2,Both sexes,40-44 hours,554.6
Persons aged 15-89 years in Employment,2017Q2,Both sexes,45 hours and over,248.2
Persons aged 15-89 years in Employment,2017Q2,Both sexes,Variable hours (see note),184.5
Persons aged 15-89 years in Employment,2017Q2,Male,1-9 hours,11.0
Persons aged 15-89 years in Employment,2017Q2,Male,10-19 hours,40.5
Persons aged 15-89 years in Employment,2017Q2,Male,20-29 hours,65.0
Persons aged 15-89 years in Employment,2017Q2,Male,30-34 hours,30.0
Persons aged 15-89 years in Employment,2017Q2,Male,35-39 hours,329.2
Persons aged 15-89 years in Employment,2017Q2,Male,40-44 hours,371.4
Persons aged 15-89 years in Employment,2017Q2,Male,45 hours and over,200.1
Persons aged 15-89 years in Employment,2017Q2,Male,Variable hours (see note),128.2
Persons aged 15-89 years in Employment,2017Q2,Female,1-9 hours,27.0
Persons aged 15-89 years in Employment,2017Q2,Female,10-19 hours,95.9
Persons aged 15-89 years in Employment,2017Q2,Female,20-29 hours,184.6
Persons aged 15-89 years in Employment,2017Q2,Female,30-34 hours,81.3
Persons aged 15-89 years in Employment,2017Q2,Female,35-39 hours,326.2
Persons aged 15-89 years in Employment,2017Q2,Female,40-44 hours,183.2
Persons aged 15-89 years in Employment,2017Q2,Female,45 hours and over,48.1
Persons aged 15-89 years in Employment,2017Q2,Female,Variable hours (see note),56.3
Persons aged 15-89 years in Employment,2017Q3,Both sexes,1-9 hours,43.9
